Year 2017
Date/time;DB087 (Veterinary Science)-Mains.Active energy (424051.5 kWh)
1/1/17 12:00:00 AM;95.2
1/1/17 1:00:00 AM;91.9
1/1/17 2:00:00 AM;95.0
1/1/17 3:00:00 AM;95.2
1/1/17 4:00:00 AM;90.9
1/1/17 5:00:00 AM;95.0
1/1/17 6:00:00 AM;93.2
1/1/17 7:00:00 AM;97.0
1/1/17 8:00:00 AM;95.5
1/1/17 9:00:00 AM;97.2
1/1/17 10:00:00 AM;96.9
1/1/17 11:00:00 AM;94.4
1/1/17 12:00:00 PM;97.4
1/1/17 1:00:00 PM;95.7
1/1/17 2:00:00 PM;96.9
1/1/17 3:00:00 PM;99.0
1/1/17 4:00:00 PM;105.4
1/1/17 5:00:00 PM;99.4
1/1/17 6:00:00 PM;98.8
1/1/17 7:00:00 PM;97.7
1/1/17 8:00:00 PM;96.0
1/1/17 9:00:00 PM;97.3
1/1/17 10:00:00 PM;95.1
1/1/17 11:00:00 PM;97.7
1/2/17 12:00:00 AM;96.1
1/2/17 1:00:00 AM;98.1
1/2/17 2:00:00 AM;96.8
1/2/17 3:00:00 AM;92.7
1/2/17 4:00:00 AM;112.2
1/2/17 5:00:00 AM;101.6
1/2/17 6:00:00 AM;108.1
1/2/17 7:00:00 AM;111.9
1/2/17 8:00:00 AM;111.8
1/2/17 9:00:00 AM;111.6
1/2/17 10:00:00 AM;111.6
1/2/17 11:00:00 AM;111.5
1/2/17 12:00:00 PM;115.1
1/2/17 1:00:00 PM;113.9
1/2/17 2:00:00 PM;110.2
1/2/17 3:00:00 PM;105.7
1/2/17 4:00:00 PM;106.1
1/2/17 5:00:00 PM;104.3
1/2/17 6:00:00 PM;93.3
1/2/17 7:00:00 PM;95.3
1/2/17 8:00:00 PM;94.3
1/2/17 9:00:00 PM;96.9
1/2/17 10:00:00 PM;98.8
1/2/17 11:00:00 PM;93.7
1/3/17 12:00:00 AM;97.9
1/3/17 1:00:00 AM;97.8
1/3/17 2:00:00 AM;95.7
1/3/17 3:00:00 AM;93.7
1/3/17 4:00:00 AM;96.0
1/3/17 5:00:00 AM;92.0
1/3/17 6:00:00 AM;103.6
1/3/17 7:00:00 AM;108.4
1/3/17 8:00:00 AM;130.1
1/3/17 9:00:00 AM;155.7
1/3/17 10:00:00 AM;146.5
1/3/17 11:00:00 AM;145.0
1/3/17 12:00:00 PM;138.7
1/3/17 1:00:00 PM;138.4
1/3/17 2:00:00 PM;128.3
1/3/17 3:00:00 PM;128.3
1/3/17 4:00:00 PM;124.1
1/3/17 5:00:00 PM;108.3
1/3/17 6:00:00 PM;97.8
1/3/17 7:00:00 PM;93.7
1/3/17 8:00:00 PM;89.3
1/3/17 9:00:00 PM;88.4
1/3/17 10:00:00 PM;89.2
1/3/17 11:00:00 PM;91.4
1/4/17 12:00:00 AM;88.9
1/4/17 1:00:00 AM;90.0
1/4/17 2:00:00 AM;87.8
1/4/17 3:00:00 AM;91.3
1/4/17 4:00:00 AM;105.5
1/4/17 5:00:00 AM;94.5
1/4/17 6:00:00 AM;107.7
1/4/17 7:00:00 AM;117.9
1/4/17 8:00:00 AM;126.4
1/4/17 9:00:00 AM;127.9
1/4/17 10:00:00 AM;129.4
1/4/17 11:00:00 AM;131.3
1/4/17 12:00:00 PM;139.3
1/4/17 1:00:00 PM;136.4
1/4/17 2:00:00 PM;138.6
1/4/17 3:00:00 PM;126.4
1/4/17 4:00:00 PM;121.2
1/4/17 5:00:00 PM;105.0
1/4/17 6:00:00 PM;98.5
1/4/17 7:00:00 PM;105.2
1/4/17 8:00:00 PM;102.1
1/4/17 9:00:00 PM;102.5
1/4/17 10:00:00 PM;101.0
1/4/17 11:00:00 PM;103.6
1/5/17 12:00:00 AM;99.4
1/5/17 1:00:00 AM;97.9
1/5/17 2:00:00 AM;101.7
1/5/17 3:00:00 AM;96.8
1/5/17 4:00:00 AM;100.2
1/5/17 5:00:00 AM;97.8
1/5/17 6:00:00 AM;106.2
1/5/17 7:00:00 AM;111.0
1/5/17 8:00:00 AM;126.1
1/5/17 9:00:00 AM;127.6
1/5/17 10:00:00 AM;128.8
1/5/17 11:00:00 AM;130.3
1/5/17 12:00:00 PM;129.8
1/5/17 1:00:00 PM;131.2
1/5/17 2:00:00 PM;126.2
1/5/17 3:00:00 PM;130.6
1/5/17 4:00:00 PM;124.7
1/5/17 5:00:00 PM;108.8
1/5/17 6:00:00 PM;95.3
1/5/17 7:00:00 PM;87.5
1/5/17 8:00:00 PM;86.6
1/5/17 9:00:00 PM;86.2
1/5/17 10:00:00 PM;86.5
1/5/17 11:00:00 PM;87.1
1/6/17 12:00:00 AM;86.9
1/6/17 1:00:00 AM;89.1
1/6/17 2:00:00 AM;85.3
