Year 2017
Date/time;DB031 (Immunogenetics)-Mains.Active energy [Ergon:Peak] (116961.8 kWh);DB031 (Immunogenetics)-Mains.Active energy [Ergon:Off-Peak] (0.0 kWh)
1/1/17 12:00:00 AM;18.7;0.0
1/1/17 1:00:00 AM;18.3;0.0
1/1/17 2:00:00 AM;18.2;0.0
1/1/17 3:00:00 AM;18.8;0.0
1/1/17 4:00:00 AM;18.7;0.0
1/1/17 5:00:00 AM;18.6;0.0
1/1/17 6:00:00 AM;24.1;0.0
1/1/17 7:00:00 AM;23.7;0.0
1/1/17 8:00:00 AM;23.7;0.0
1/1/17 9:00:00 AM;23.7;0.0
1/1/17 10:00:00 AM;23.8;0.0
1/1/17 11:00:00 AM;23.7;0.0
1/1/17 12:00:00 PM;23.6;0.0
1/1/17 1:00:00 PM;23.9;0.0
1/1/17 2:00:00 PM;24.0;0.0
1/1/17 3:00:00 PM;23.7;0.0
1/1/17 4:00:00 PM;24.8;0.0
1/1/17 5:00:00 PM;24.7;0.0
1/1/17 6:00:00 PM;24.8;0.0
1/1/17 7:00:00 PM;25.1;0.0
1/1/17 8:00:00 PM;18.7;0.0
1/1/17 9:00:00 PM;18.7;0.0
1/1/17 10:00:00 PM;18.7;0.0
1/1/17 11:00:00 PM;18.5;0.0
1/2/17 12:00:00 AM;18.5;0.0
1/2/17 1:00:00 AM;18.6;0.0
1/2/17 2:00:00 AM;18.9;0.0
1/2/17 3:00:00 AM;18.2;0.0
1/2/17 4:00:00 AM;18.4;0.0
1/2/17 5:00:00 AM;18.5;0.0
1/2/17 6:00:00 AM;23.2;0.0
1/2/17 7:00:00 AM;45.0;0.0
1/2/17 8:00:00 AM;56.9;0.0
1/2/17 9:00:00 AM;46.0;0.0
1/2/17 10:00:00 AM;47.0;0.0
1/2/17 11:00:00 AM;62.1;0.0
1/2/17 12:00:00 PM;43.8;0.0
1/2/17 1:00:00 PM;21.1;0.0
1/2/17 2:00:00 PM;22.7;0.0
1/2/17 3:00:00 PM;24.4;0.0
1/2/17 4:00:00 PM;24.4;0.0
1/2/17 5:00:00 PM;23.9;0.0
1/2/17 6:00:00 PM;23.3;0.0
1/2/17 7:00:00 PM;23.3;0.0
1/2/17 8:00:00 PM;18.9;0.0
1/2/17 9:00:00 PM;18.6;0.0
1/2/17 10:00:00 PM;18.6;0.0
1/2/17 11:00:00 PM;18.7;0.0
1/3/17 12:00:00 AM;19.0;0.0
1/3/17 1:00:00 AM;19.0;0.0
1/3/17 2:00:00 AM;19.1;0.0
1/3/17 3:00:00 AM;19.1;0.0
1/3/17 4:00:00 AM;18.1;0.0
1/3/17 5:00:00 AM;19.4;0.0
1/3/17 6:00:00 AM;23.3;0.0
1/3/17 7:00:00 AM;44.7;0.0
1/3/17 8:00:00 AM;58.8;0.0
1/3/17 9:00:00 AM;45.1;0.0
1/3/17 10:00:00 AM;45.8;0.0
1/3/17 11:00:00 AM;46.1;0.0
1/3/17 12:00:00 PM;43.7;0.0
1/3/17 1:00:00 PM;37.5;0.0
1/3/17 2:00:00 PM;72.6;0.0
1/3/17 3:00:00 PM;68.2;0.0
1/3/17 4:00:00 PM;23.1;0.0
1/3/17 5:00:00 PM;21.7;0.0
1/3/17 6:00:00 PM;23.0;0.0
1/3/17 7:00:00 PM;24.1;0.0
1/3/17 8:00:00 PM;18.4;0.0
1/3/17 9:00:00 PM;18.8;0.0
1/3/17 10:00:00 PM;18.6;0.0
1/3/17 11:00:00 PM;18.4;0.0
1/4/17 12:00:00 AM;18.6;0.0
1/4/17 1:00:00 AM;18.4;0.0
1/4/17 2:00:00 AM;18.4;0.0
1/4/17 3:00:00 AM;18.5;0.0
1/4/17 4:00:00 AM;18.4;0.0
1/4/17 5:00:00 AM;18.7;0.0
1/4/17 6:00:00 AM;23.4;0.0
1/4/17 7:00:00 AM;42.3;0.0
1/4/17 8:00:00 AM;50.7;0.0
1/4/17 9:00:00 AM;46.0;0.0
1/4/17 10:00:00 AM;48.6;0.0
1/4/17 11:00:00 AM;45.5;0.0
1/4/17 12:00:00 PM;45.2;0.0
1/4/17 1:00:00 PM;52.6;0.0
1/4/17 2:00:00 PM;78.1;0.0
1/4/17 3:00:00 PM;52.8;0.0
1/4/17 4:00:00 PM;37.8;0.0
1/4/17 5:00:00 PM;24.3;0.0
1/4/17 6:00:00 PM;20.5;0.0
1/4/17 7:00:00 PM;23.1;0.0
1/4/17 8:00:00 PM;18.3;0.0
1/4/17 9:00:00 PM;18.5;0.0
1/4/17 10:00:00 PM;18.7;0.0
1/4/17 11:00:00 PM;18.6;0.0
1/5/17 12:00:00 AM;18.6;0.0
1/5/17 1:00:00 AM;18.4;0.0
1/5/17 2:00:00 AM;18.7;0.0
1/5/17 3:00:00 AM;18.4;0.0
1/5/17 4:00:00 AM;19.1;0.0
1/5/17 5:00:00 AM;19.5;0.0
1/5/17 6:00:00 AM;22.4;0.0
1/5/17 7:00:00 AM;40.6;0.0
1/5/17 8:00:00 AM;48.6;0.0
1/5/17 9:00:00 AM;47.5;0.0
1/5/17 10:00:00 AM;44.5;0.0
1/5/17 11:00:00 AM;47.0;0.0
1/5/17 12:00:00 PM;46.0;0.0
1/5/17 1:00:00 PM;46.2;0.0
1/5/17 2:00:00 PM;80.8;0.0
1/5/17 3:00:00 PM;78.7;0.0
1/5/17 4:00:00 PM;24.0;0.0
1/5/17 5:00:00 PM;18.4;0.0
1/5/17 6:00:00 PM;22.9;0.0
1/5/17 7:00:00 PM;23.2;0.0
1/5/17 8:00:00 PM;18.8;0.0
1/5/17 9:00:00 PM;18.4;0.0
1/5/17 10:00:00 PM;18.5;0.0
1/5/17 11:00:00 PM;18.7;0.0
1/6/17 12:00:00 AM;18.3;0.0
1/6/17 1:00:00 AM;18.3;0.0
1/6/17 2:00:00 AM;18.4;0.0
1/6/17 3:00:00 AM;18.5;0.0
1/6/17 4:00:00 AM;18.2;0.0
1/6/17 5:00:00 AM;18.5;0.0
1/6/17 6:00:00 AM;22.7;0.0
1/6/17 7:00:00 AM;41.0;0.0
1/6/17 8:00:00 AM;49.9;0.0
1/6/17 9:00:00 AM;44.0;0.0
1/6/17 10:00:00 AM;42.2;0.0
1/6/17 11:00:00 AM;42.7;0.0
1/6/17 12:00:00 PM;44.5;0.0
1/6/17 1:00:00 PM;36.5;0.0
1/6/17 2:00:00 PM;45.7;0.0
1/6/17 3:00:00 PM;31.9;0.0
1/6/17 4:00:00 PM;20.6;0.0
1/6/17 5:00:00 PM;18.3;0.0
1/6/17 6:00:00 PM;19.5;0.0
1/6/17 7:00:00 PM;19.2;0.0
1/6/17 8:00:00 PM;19.5;0.0
1/6/17 9:00:00 PM;19.5;0.0
1/6/17 10:00:00 PM;19.4;0.0
1/6/17 11:00:00 PM;20.1;0.0
1/7/17 12:00:00 AM;18.3;0.0
1/7/17 1:00:00 AM;19.8;0.0
1/7/17 2:00:00 AM;19.7;0.0
1/7/17 3:00:00 AM;19.6;0.0
1/7/17 4:00:00 AM;19.4;0.0
1/7/17 5:00:00 AM;19.4;0.0
1/7/17 6:00:00 AM;22.4;0.0
1/7/17 7:00:00 AM;50.5;0.0
1/7/17 8:00:00 AM;40.2;0.0
1/7/17 9:00:00 AM;24.3;0.0
1/7/17 10:00:00 AM;19.7;0.0
1/7/17 11:00:00 AM;19.6;0.0
1/7/17 12:00:00 PM;19.3;0.0
1/7/17 1:00:00 PM;19.2;0.0
1/7/17 2:00:00 PM;19.6;0.0
1/7/17 3:00:00 PM;20.8;0.0
1/7/17 4:00:00 PM;21.6;0.0
1/7/17 5:00:00 PM;21.6;0.0
1/7/17 6:00:00 PM;21.5;0.0
1/7/17 7:00:00 PM;21.4;0.0
1/7/17 8:00:00 PM;19.4;0.0
1/7/17 9:00:00 PM;19.5;0.0
1/7/17 10:00:00 PM;18.8;0.0
1/7/17 11:00:00 PM;18.8;0.0
1/8/17 12:00:00 AM;19.2;0.0
1/8/17 1:00:00 AM;19.8;0.0
1/8/17 2:00:00 AM;18.0;0.0
1/8/17 3:00:00 AM;19.6;0.0
1/8/17 4:00:00 AM;19.4;0.0
1/8/17 5:00:00 AM;19.4;0.0
1/8/17 6:00:00 AM;23.8;0.0
1/8/17 7:00:00 AM;20.5;0.0
1/8/17 8:00:00 AM;18.9;0.0
1/8/17 9:00:00 AM;19.3;0.0
1/8/17 10:00:00 AM;19.5;0.0
1/8/17 11:00:00 AM;20.7;0.0
1/8/17 12:00:00 PM;20.8;0.0
1/8/17 1:00:00 PM;22.6;0.0
1/8/17 2:00:00 PM;23.4;0.0
1/8/17 3:00:00 PM;23.6;0.0
1/8/17 4:00:00 PM;23.2;0.0
1/8/17 5:00:00 PM;23.4;0.0
1/8/17 6:00:00 PM;22.8;0.0
1/8/17 7:00:00 PM;23.2;0.0
1/8/17 8:00:00 PM;18.5;0.0
1/8/17 9:00:00 PM;18.4;0.0
1/8/17 10:00:00 PM;18.8;0.0
1/8/17 11:00:00 PM;18.9;0.0
1/9/17 12:00:00 AM;18.4;0.0
1/9/17 1:00:00 AM;18.8;0.0
1/9/17 2:00:00 AM;18.9;0.0
1/9/17 3:00:00 AM;18.9;0.0
1/9/17 4:00:00 AM;19.1;0.0
1/9/17 5:00:00 AM;19.3;0.0
1/9/17 6:00:00 AM;23.2;0.0
1/9/17 7:00:00 AM;43.3;0.0
1/9/17 8:00:00 AM;49.8;0.0
1/9/17 9:00:00 AM;45.5;0.0
1/9/17 10:00:00 AM;45.1;0.0
1/9/17 11:00:00 AM;46.6;0.0
1/9/17 12:00:00 PM;47.7;0.0
1/9/17 1:00:00 PM;50.9;0.0
1/9/17 2:00:00 PM;79.6;0.0
1/9/17 3:00:00 PM;73.7;0.0
1/9/17 4:00:00 PM;23.2;0.0
1/9/17 5:00:00 PM;19.3;0.0
1/9/17 6:00:00 PM;23.2;0.0
1/9/17 7:00:00 PM;23.5;0.0
1/9/17 8:00:00 PM;19.3;0.0
1/9/17 9:00:00 PM;18.4;0.0
1/9/17 10:00:00 PM;19.0;0.0
1/9/17 11:00:00 PM;18.4;0.0
1/10/17 12:00:00 AM;18.7;0.0
1/10/17 1:00:00 AM;18.7;0.0
1/10/17 2:00:00 AM;19.2;0.0
1/10/17 3:00:00 AM;18.7;0.0
1/10/17 4:00:00 AM;19.1;0.0
1/10/17 5:00:00 AM;18.9;0.0
1/10/17 6:00:00 AM;24.0;0.0
1/10/17 7:00:00 AM;43.3;0.0
1/10/17 8:00:00 AM;45.9;0.0
1/10/17 9:00:00 AM;45.2;0.0
1/10/17 10:00:00 AM;47.1;0.0
1/10/17 11:00:00 AM;44.6;0.0
1/10/17 12:00:00 PM;44.8;0.0
1/10/17 1:00:00 PM;47.5;0.0
1/10/17 2:00:00 PM;75.0;0.0
1/10/17 3:00:00 PM;67.7;0.0
1/10/17 4:00:00 PM;21.6;0.0
1/10/17 5:00:00 PM;22.9;0.0
1/10/17 6:00:00 PM;24.0;0.0
1/10/17 7:00:00 PM;24.5;0.0
1/10/17 8:00:00 PM;19.0;0.0
1/10/17 9:00:00 PM;18.8;0.0
1/10/17 10:00:00 PM;18.5;0.0
1/10/17 11:00:00 PM;18.6;0.0
1/11/17 12:00:00 AM;19.1;0.0
1/11/17 1:00:00 AM;18.3;0.0
1/11/17 2:00:00 AM;18.7;0.0
1/11/17 3:00:00 AM;18.6;0.0
1/11/17 4:00:00 AM;19.0;0.0
1/11/17 5:00:00 AM;18.5;0.0
1/11/17 6:00:00 AM;24.0;0.0
1/11/17 7:00:00 AM;46.1;0.0
1/11/17 8:00:00 AM;47.8;0.0
1/11/17 9:00:00 AM;46.9;0.0
1/11/17 10:00:00 AM;46.0;0.0
1/11/17 11:00:00 AM;45.3;0.0
1/11/17 12:00:00 PM;45.9;0.0
1/11/17 1:00:00 PM;45.9;0.0
1/11/17 2:00:00 PM;81.3;0.0
1/11/17 3:00:00 PM;77.7;0.0
1/11/17 4:00:00 PM;26.4;0.0
1/11/17 5:00:00 PM;22.3;0.0
1/11/17 6:00:00 PM;23.6;0.0
1/11/17 7:00:00 PM;24.0;0.0
1/11/17 8:00:00 PM;18.4;0.0
1/11/17 9:00:00 PM;18.3;0.0
1/11/17 10:00:00 PM;18.4;0.0
1/11/17 11:00:00 PM;18.5;0.0
1/12/17 12:00:00 AM;18.5;0.0
1/12/17 1:00:00 AM;18.5;0.0
1/12/17 2:00:00 AM;18.3;0.0
1/12/17 3:00:00 AM;18.5;0.0
1/12/17 4:00:00 AM;18.5;0.0
1/12/17 5:00:00 AM;18.7;0.0
1/12/17 6:00:00 AM;23.4;0.0
1/12/17 7:00:00 AM;39.5;0.0
1/12/17 8:00:00 AM;54.0;0.0
1/12/17 9:00:00 AM;46.0;0.0
1/12/17 10:00:00 AM;46.0;0.0
1/12/17 11:00:00 AM;45.4;0.0
1/12/17 12:00:00 PM;46.4;0.0
1/12/17 1:00:00 PM;39.2;0.0
1/12/17 2:00:00 PM;81.9;0.0
1/12/17 3:00:00 PM;51.8;0.0
1/12/17 4:00:00 PM;24.6;0.0
1/12/17 5:00:00 PM;22.1;0.0
1/12/17 6:00:00 PM;23.0;0.0
1/12/17 7:00:00 PM;23.2;0.0
1/12/17 8:00:00 PM;18.6;0.0
1/12/17 9:00:00 PM;18.4;0.0
1/12/17 10:00:00 PM;18.4;0.0
1/12/17 11:00:00 PM;18.5;0.0
1/13/17 12:00:00 AM;18.2;0.0
1/13/17 1:00:00 AM;18.3;0.0
1/13/17 2:00:00 AM;18.3;0.0
1/13/17 3:00:00 AM;18.1;0.0
1/13/17 4:00:00 AM;18.5;0.0
1/13/17 5:00:00 AM;18.3;0.0
1/13/17 6:00:00 AM;22.8;0.0
1/13/17 7:00:00 AM;37.6;0.0
1/13/17 8:00:00 AM;50.1;0.0
1/13/17 9:00:00 AM;42.0;0.0
1/13/17 10:00:00 AM;41.1;0.0
1/13/17 11:00:00 AM;43.1;0.0
1/13/17 12:00:00 PM;45.0;0.0
1/13/17 1:00:00 PM;39.3;0.0
1/13/17 2:00:00 PM;40.6;0.0
1/13/17 3:00:00 PM;36.9;0.0
1/13/17 4:00:00 PM;20.4;0.0
1/13/17 5:00:00 PM;23.1;0.0
1/13/17 6:00:00 PM;23.8;0.0
1/13/17 7:00:00 PM;23.7;0.0
1/13/17 8:00:00 PM;18.9;0.0
1/13/17 9:00:00 PM;18.8;0.0
1/13/17 10:00:00 PM;18.8;0.0
1/13/17 11:00:00 PM;18.7;0.0
1/14/17 12:00:00 AM;18.7;0.0
1/14/17 1:00:00 AM;18.3;0.0
1/14/17 2:00:00 AM;18.8;0.0
1/14/17 3:00:00 AM;20.1;0.0
