Year 2017
Date/time;034 (TESAG)-Mains.Active energy (207916.9 kWh)
1/1/17 12:00:00 AM;32.4
1/1/17 1:00:00 AM;31.7
1/1/17 2:00:00 AM;32.8
1/1/17 3:00:00 AM;34.0
1/1/17 4:00:00 AM;30.8
1/1/17 5:00:00 AM;29.9
1/1/17 6:00:00 AM;28.9
1/1/17 7:00:00 AM;29.9
1/1/17 8:00:00 AM;30.0
1/1/17 9:00:00 AM;32.4
1/1/17 10:00:00 AM;32.7
1/1/17 11:00:00 AM;32.9
1/1/17 12:00:00 PM;32.0
1/1/17 1:00:00 PM;31.6
1/1/17 2:00:00 PM;34.2
1/1/17 3:00:00 PM;34.4
1/1/17 4:00:00 PM;34.6
1/1/17 5:00:00 PM;34.2
1/1/17 6:00:00 PM;34.7
1/1/17 7:00:00 PM;34.5
1/1/17 8:00:00 PM;35.2
1/1/17 9:00:00 PM;34.1
1/1/17 10:00:00 PM;33.3
1/1/17 11:00:00 PM;32.8
1/2/17 12:00:00 AM;33.7
1/2/17 1:00:00 AM;31.5
1/2/17 2:00:00 AM;31.9
1/2/17 3:00:00 AM;32.7
1/2/17 4:00:00 AM;30.3
1/2/17 5:00:00 AM;30.0
1/2/17 6:00:00 AM;28.9
1/2/17 7:00:00 AM;29.9
1/2/17 8:00:00 AM;35.5
1/2/17 9:00:00 AM;40.4
1/2/17 10:00:00 AM;40.0
1/2/17 11:00:00 AM;41.1
1/2/17 12:00:00 PM;41.1
1/2/17 1:00:00 PM;41.4
1/2/17 2:00:00 PM;43.0
1/2/17 3:00:00 PM;43.5
1/2/17 4:00:00 PM;40.5
1/2/17 5:00:00 PM;36.5
1/2/17 6:00:00 PM;36.6
1/2/17 7:00:00 PM;35.9
1/2/17 8:00:00 PM;36.9
1/2/17 9:00:00 PM;36.8
1/2/17 10:00:00 PM;34.5
1/2/17 11:00:00 PM;34.5
1/3/17 12:00:00 AM;35.2
1/3/17 1:00:00 AM;34.5
1/3/17 2:00:00 AM;33.4
1/3/17 3:00:00 AM;33.6
1/3/17 4:00:00 AM;34.2
1/3/17 5:00:00 AM;34.3
1/3/17 6:00:00 AM;40.0
1/3/17 7:00:00 AM;61.8
1/3/17 8:00:00 AM;73.2
1/3/17 9:00:00 AM;75.9
1/3/17 10:00:00 AM;77.4
1/3/17 11:00:00 AM;77.5
1/3/17 12:00:00 PM;80.5
1/3/17 1:00:00 PM;79.0
1/3/17 2:00:00 PM;77.4
1/3/17 3:00:00 PM;75.6
1/3/17 4:00:00 PM;74.0
1/3/17 5:00:00 PM;45.6
1/3/17 6:00:00 PM;44.2
1/3/17 7:00:00 PM;42.7
1/3/17 8:00:00 PM;41.2
1/3/17 9:00:00 PM;41.4
1/3/17 10:00:00 PM;41.4
1/3/17 11:00:00 PM;39.8
1/4/17 12:00:00 AM;39.3
1/4/17 1:00:00 AM;37.8
1/4/17 2:00:00 AM;38.0
1/4/17 3:00:00 AM;38.8
1/4/17 4:00:00 AM;37.2
1/4/17 5:00:00 AM;37.5
1/4/17 6:00:00 AM;36.9
1/4/17 7:00:00 AM;52.5
1/4/17 8:00:00 AM;72.5
1/4/17 9:00:00 AM;73.2
1/4/17 10:00:00 AM;76.1
1/4/17 11:00:00 AM;75.5
1/4/17 12:00:00 PM;75.0
1/4/17 1:00:00 PM;74.5
1/4/17 2:00:00 PM;74.9
1/4/17 3:00:00 PM;75.4
1/4/17 4:00:00 PM;73.3
1/4/17 5:00:00 PM;43.8
1/4/17 6:00:00 PM;42.7
1/4/17 7:00:00 PM;40.5
1/4/17 8:00:00 PM;40.3
1/4/17 9:00:00 PM;38.2
1/4/17 10:00:00 PM;37.2
1/4/17 11:00:00 PM;36.1
1/5/17 12:00:00 AM;36.4
1/5/17 1:00:00 AM;37.4
1/5/17 2:00:00 AM;36.3
1/5/17 3:00:00 AM;37.4
1/5/17 4:00:00 AM;36.0
1/5/17 5:00:00 AM;35.4
1/5/17 6:00:00 AM;28.8
1/5/17 7:00:00 AM;25.5
1/5/17 8:00:00 AM;65.6
1/5/17 9:00:00 AM;78.0
1/5/17 10:00:00 AM;77.4
1/5/17 11:00:00 AM;77.5
1/5/17 12:00:00 PM;77.5
1/5/17 1:00:00 PM;78.4
1/5/17 2:00:00 PM;79.6
1/5/17 3:00:00 PM;80.7
1/5/17 4:00:00 PM;74.6
1/5/17 5:00:00 PM;44.8
1/5/17 6:00:00 PM;42.3
1/5/17 7:00:00 PM;42.4
1/5/17 8:00:00 PM;42.3
1/5/17 9:00:00 PM;40.8
1/5/17 10:00:00 PM;39.6
1/5/17 11:00:00 PM;38.6
1/6/17 12:00:00 AM;39.8
1/6/17 1:00:00 AM;40.0
1/6/17 2:00:00 AM;39.0
1/6/17 3:00:00 AM;39.6
1/6/17 4:00:00 AM;38.2
1/6/17 5:00:00 AM;38.5
1/6/17 6:00:00 AM;37.2
1/6/17 7:00:00 AM;47.4
1/6/17 8:00:00 AM;69.8
1/6/17 9:00:00 AM;71.7
1/6/17 10:00:00 AM;73.4
1/6/17 11:00:00 AM;74.0
1/6/17 12:00:00 PM;72.9
1/6/17 1:00:00 PM;73.3
1/6/17 2:00:00 PM;71.8
1/6/17 3:00:00 PM;73.5
1/6/17 4:00:00 PM;71.3
1/6/17 5:00:00 PM;37.5
1/6/17 6:00:00 PM;36.3
1/6/17 7:00:00 PM;37.7
1/6/17 8:00:00 PM;38.1
1/6/17 9:00:00 PM;39.5
1/6/17 10:00:00 PM;37.9
1/6/17 11:00:00 PM;35.7
1/7/17 12:00:00 AM;35.5
1/7/17 1:00:00 AM;34.6
1/7/17 2:00:00 AM;35.3
1/7/17 3:00:00 AM;36.1
1/7/17 4:00:00 AM;34.7
1/7/17 5:00:00 AM;35.7
1/7/17 6:00:00 AM;33.3
1/7/17 7:00:00 AM;32.9
1/7/17 8:00:00 AM;37.5
1/7/17 9:00:00 AM;36.9
1/7/17 10:00:00 AM;37.3
1/7/17 11:00:00 AM;37.1
1/7/17 12:00:00 PM;38.4
1/7/17 1:00:00 PM;39.7
1/7/17 2:00:00 PM;40.1
1/7/17 3:00:00 PM;38.2
1/7/17 4:00:00 PM;37.2
1/7/17 5:00:00 PM;37.6
1/7/17 6:00:00 PM;36.8
1/7/17 7:00:00 PM;37.8
1/7/17 8:00:00 PM;35.7
1/7/17 9:00:00 PM;36.4
1/7/17 10:00:00 PM;35.2
1/7/17 11:00:00 PM;33.9
1/8/17 12:00:00 AM;35.3
1/8/17 1:00:00 AM;34.0
1/8/17 2:00:00 AM;34.1
1/8/17 3:00:00 AM;35.0
1/8/17 4:00:00 AM;33.0
1/8/17 5:00:00 AM;32.2
1/8/17 6:00:00 AM;30.9
1/8/17 7:00:00 AM;30.7
1/8/17 8:00:00 AM;33.0
1/8/17 9:00:00 AM;36.6
1/8/17 10:00:00 AM;38.4
1/8/17 11:00:00 AM;37.7
1/8/17 12:00:00 PM;39.1
1/8/17 1:00:00 PM;42.2
1/8/17 2:00:00 PM;42.1
1/8/17 3:00:00 PM;41.4
1/8/17 4:00:00 PM;39.3
1/8/17 5:00:00 PM;38.9
1/8/17 6:00:00 PM;37.4
1/8/17 7:00:00 PM;37.5
1/8/17 8:00:00 PM;40.7
1/8/17 9:00:00 PM;40.4
1/8/17 10:00:00 PM;38.9
1/8/17 11:00:00 PM;39.0
1/9/17 12:00:00 AM;40.0
1/9/17 1:00:00 AM;38.1
1/9/17 2:00:00 AM;38.9
1/9/17 3:00:00 AM;39.4
1/9/17 4:00:00 AM;39.0
1/9/17 5:00:00 AM;37.9
1/9/17 6:00:00 AM;39.2
1/9/17 7:00:00 AM;57.7
1/9/17 8:00:00 AM;73.4
1/9/17 9:00:00 AM;78.4
1/9/17 10:00:00 AM;80.6
1/9/17 11:00:00 AM;80.2
1/9/17 12:00:00 PM;80.3
1/9/17 1:00:00 PM;80.0
1/9/17 2:00:00 PM;79.6
1/9/17 3:00:00 PM;80.9
1/9/17 4:00:00 PM;73.8
1/9/17 5:00:00 PM;43.5
1/9/17 6:00:00 PM;42.2
1/9/17 7:00:00 PM;41.1
1/9/17 8:00:00 PM;40.7
1/9/17 9:00:00 PM;39.4
1/9/17 10:00:00 PM;38.2
1/9/17 11:00:00 PM;37.4
1/10/17 12:00:00 AM;38.7
1/10/17 1:00:00 AM;36.9
1/10/17 2:00:00 AM;37.4
1/10/17 3:00:00 AM;38.6
1/10/17 4:00:00 AM;37.3
1/10/17 5:00:00 AM;37.3
1/10/17 6:00:00 AM;36.7
1/10/17 7:00:00 AM;51.1
1/10/17 8:00:00 AM;74.7
1/10/17 9:00:00 AM;81.8
1/10/17 10:00:00 AM;81.3
1/10/17 11:00:00 AM;81.0
1/10/17 12:00:00 PM;80.5
1/10/17 1:00:00 PM;80.5
1/10/17 2:00:00 PM;81.5
1/10/17 3:00:00 PM;81.6
1/10/17 4:00:00 PM;75.1
1/10/17 5:00:00 PM;46.1
1/10/17 6:00:00 PM;45.6
1/10/17 7:00:00 PM;43.6
1/10/17 8:00:00 PM;42.9
1/10/17 9:00:00 PM;42.8
1/10/17 10:00:00 PM;42.7
1/10/17 11:00:00 PM;41.6
1/11/17 12:00:00 AM;41.8
1/11/17 1:00:00 AM;41.2
1/11/17 2:00:00 AM;42.1
1/11/17 3:00:00 AM;40.9
1/11/17 4:00:00 AM;40.0
1/11/17 5:00:00 AM;40.5
1/11/17 6:00:00 AM;40.0
1/11/17 7:00:00 AM;53.8
1/11/17 8:00:00 AM;76.2
1/11/17 9:00:00 AM;79.3
1/11/17 10:00:00 AM;78.7
1/11/17 11:00:00 AM;82.4
1/11/17 12:00:00 PM;79.7
1/11/17 1:00:00 PM;80.1
1/11/17 2:00:00 PM;81.3
1/11/17 3:00:00 PM;82.7
1/11/17 4:00:00 PM;77.7
1/11/17 5:00:00 PM;47.2
1/11/17 6:00:00 PM;43.5
1/11/17 7:00:00 PM;44.6
1/11/17 8:00:00 PM;46.4
1/11/17 9:00:00 PM;44.2
1/11/17 10:00:00 PM;42.2
1/11/17 11:00:00 PM;42.1
1/12/17 12:00:00 AM;42.3
1/12/17 1:00:00 AM;40.2
1/12/17 2:00:00 AM;41.3
1/12/17 3:00:00 AM;41.2
1/12/17 4:00:00 AM;40.1
1/12/17 5:00:00 AM;40.6
1/12/17 6:00:00 AM;41.3
1/12/17 7:00:00 AM;52.7
1/12/17 8:00:00 AM;75.0
1/12/17 9:00:00 AM;77.9
1/12/17 10:00:00 AM;78.6
1/12/17 11:00:00 AM;79.5
1/12/17 12:00:00 PM;82.2
1/12/17 1:00:00 PM;82.0
1/12/17 2:00:00 PM;80.5
1/12/17 3:00:00 PM;79.6
1/12/17 4:00:00 PM;77.0
1/12/17 5:00:00 PM;44.0
1/12/17 6:00:00 PM;41.7
1/12/17 7:00:00 PM;40.2
1/12/17 8:00:00 PM;38.2
1/12/17 9:00:00 PM;39.6
1/12/17 10:00:00 PM;39.2
1/12/17 11:00:00 PM;39.1
1/13/17 12:00:00 AM;39.0
1/13/17 1:00:00 AM;38.5
1/13/17 2:00:00 AM;38.4
1/13/17 3:00:00 AM;39.3
1/13/17 4:00:00 AM;38.0
1/13/17 5:00:00 AM;39.3
1/13/17 6:00:00 AM;38.6
1/13/17 7:00:00 AM;50.4
1/13/17 8:00:00 AM;74.1
1/13/17 9:00:00 AM;79.2
1/13/17 10:00:00 AM;80.5
