Date/time;018 (Library)-Mains.Active energy (105936.0 kWh),timestamp_no_value,timestamp_values,timestamp_only,TESAG_val,Date,timestamp_values,,timestamp
,,1/6/17 5:45:00 PM;,5:45:00 PM;,9.4,2017-06-01,17:45:00,,2017-06-01T17:45:00+10:00
,,1/6/17 6:00:00 PM;,6:00:00 PM;,9.2,2017-06-01,18:00:00,,2017-06-01T18:00:00+10:00
,,1/6/17 6:15:00 PM;,6:15:00 PM;,8.8,2017-06-01,18:15:00,,2017-06-01T18:15:00+10:00
,,1/6/17 6:30:00 PM;,6:30:00 PM;,8.6,2017-06-01,18:30:00,,2017-06-01T18:30:00+10:00
,,1/6/17 6:45:00 PM;,6:45:00 PM;,9.6,2017-06-01,18:45:00,,2017-06-01T18:45:00+10:00
,,1/6/17 7:00:00 PM;,7:00:00 PM;,9.3,2017-06-01,19:00:00,,2017-06-01T19:00:00+10:00
,,1/6/17 7:15:00 PM;,7:15:00 PM;,8.9,2017-06-01,19:15:00,,2017-06-01T19:15:00+10:00
,,1/6/17 7:30:00 PM;,7:30:00 PM;,9.4,2017-06-01,19:30:00,,2017-06-01T19:30:00+10:00
,,1/6/17 7:45:00 PM;,7:45:00 PM;,0.1,2017-06-01,19:45:00,,2017-06-01T19:45:00+10:00
,,1/6/17 8:00:00 PM;,8:00:00 PM;,9.6,2017-06-01,20:00:00,,2017-06-01T20:00:00+10:00
,,1/6/17 8:15:00 PM;,8:15:00 PM;,9.2,2017-06-01,20:15:00,,2017-06-01T20:15:00+10:00
,,1/6/17 8:30:00 PM;,8:30:00 PM;,9.4,2017-06-01,20:30:00,,2017-06-01T20:30:00+10:00
,,1/6/17 8:45:00 PM;,8:45:00 PM;,9.9,2017-06-01,20:45:00,,2017-06-01T20:45:00+10:00
,,1/6/17 9:00:00 PM;,9:00:00 PM;,0.5,2017-06-01,21:00:00,,2017-06-01T21:00:00+10:00
,,1/6/17 9:15:00 PM;,9:15:00 PM;,9.9,2017-06-01,21:15:00,,2017-06-01T21:15:00+10:00
,,1/6/17 9:30:00 PM;,9:30:00 PM;,0,2017-06-01,21:30:00,,2017-06-01T21:30:00+10:00
,,1/6/17 9:45:00 PM;,9:45:00 PM;,9.1,2017-06-01,21:45:00,,2017-06-01T21:45:00+10:00
,,1/6/17 10:00:00 PM,10:00:00 PM,9.9,2017-06-01,22:00:00,,2017-06-01T22:00:00+10:00
,,1/6/17 10:15:00 PM,10:15:00 PM,9.6,2017-06-01,22:15:00,,2017-06-01T22:15:00+10:00
,,1/6/17 10:30:00 PM,10:30:00 PM,9.5,2017-06-01,22:30:00,,2017-06-01T22:30:00+10:00
,,1/6/17 10:45:00 PM,10:45:00 PM,8.9,2017-06-01,22:45:00,,2017-06-01T22:45:00+10:00
,,1/6/17 11:00:00 PM,11:00:00 PM,9.1,2017-06-01,23:00:00,,2017-06-01T23:00:00+10:00
,,1/6/17 11:15:00 PM,11:15:00 PM,9.3,2017-06-01,23:15:00,,2017-06-01T23:15:00+10:00
,,1/6/17 11:30:00 PM,11:30:00 PM,8.7,2017-06-01,23:30:00,,2017-06-01T23:30:00+10:00
,,1/6/17 11:45:00 PM,11:45:00 PM,8.6,2017-06-01,23:45:00,,2017-06-01T23:45:00+10:00
,,1/7/17 12:00:00 AM,12:00:00 AM,9.3,2017-07-01,00:00:00,,2017-07-01T00:00:00+10:00
,,1/7/17 12:15:00 AM,12:15:00 AM,9.4,2017-07-01,00:15:00,,2017-07-01T00:15:00+10:00
,,1/7/17 12:30:00 AM,12:30:00 AM,8.4,2017-07-01,00:30:00,,2017-07-01T00:30:00+10:00
,,1/7/17 12:45:00 AM,12:45:00 AM,8.4,2017-07-01,00:45:00,,2017-07-01T00:45:00+10:00
,,1/7/17 1:00:00 AM;,1:00:00 AM;,8.6,2017-07-01,01:00:00,,2017-07-01T01:00:00+10:00
,,1/7/17 1:15:00 AM;,1:15:00 AM;,9.3,2017-07-01,01:15:00,,2017-07-01T01:15:00+10:00
,,1/7/17 1:30:00 AM;,1:30:00 AM;,8.3,2017-07-01,01:30:00,,2017-07-01T01:30:00+10:00
,,1/7/17 1:45:00 AM;,1:45:00 AM;,8.3,2017-07-01,01:45:00,,2017-07-01T01:45:00+10:00
,,1/7/17 2:00:00 AM;,2:00:00 AM;,8.7,2017-07-01,02:00:00,,2017-07-01T02:00:00+10:00
,,1/7/17 2:15:00 AM;,2:15:00 AM;,9.2,2017-07-01,02:15:00,,2017-07-01T02:15:00+10:00
,,1/7/17 2:30:00 AM;,2:30:00 AM;,8.7,2017-07-01,02:30:00,,2017-07-01T02:30:00+10:00
,,1/7/17 2:45:00 AM;,2:45:00 AM;,8.7,2017-07-01,02:45:00,,2017-07-01T02:45:00+10:00
,,1/7/17 3:00:00 AM;,3:00:00 AM;,9.6,2017-07-01,03:00:00,,2017-07-01T03:00:00+10:00
,,1/7/17 3:15:00 AM;,3:15:00 AM;,9.2,2017-07-01,03:15:00,,2017-07-01T03:15:00+10:00
,,1/7/17 3:30:00 AM;,3:30:00 AM;,8.7,2017-07-01,03:30:00,,2017-07-01T03:30:00+10:00
,,1/7/17 3:45:00 AM;,3:45:00 AM;,8.6,2017-07-01,03:45:00,,2017-07-01T03:45:00+10:00
,,1/7/17 4:00:00 AM;,4:00:00 AM;,9,2017-07-01,04:00:00,,2017-07-01T04:00:00+10:00
,,1/7/17 4:15:00 AM;,4:15:00 AM;,8.8,2017-07-01,04:15:00,,2017-07-01T04:15:00+10:00
,,1/7/17 4:30:00 AM;,4:30:00 AM;,8.5,2017-07-01,04:30:00,,2017-07-01T04:30:00+10:00
,,1/7/17 4:45:00 AM;,4:45:00 AM;,8.4,2017-07-01,04:45:00,,2017-07-01T04:45:00+10:00
,,1/7/17 5:00:00 AM;,5:00:00 AM;,9.1,2017-07-01,05:00:00,,2017-07-01T05:00:00+10:00
,,1/7/17 5:15:00 AM;,5:15:00 AM;,9.9,2017-07-01,05:15:00,,2017-07-01T05:15:00+10:00
,,1/7/17 5:30:00 AM;,5:30:00 AM;,8.4,2017-07-01,05:30:00,,2017-07-01T05:30:00+10:00
,,1/7/17 5:45:00 AM;,5:45:00 AM;,8.3,2017-07-01,05:45:00,,2017-07-01T05:45:00+10:00
,,1/7/17 6:00:00 AM;,6:00:00 AM;,8.3,2017-07-01,06:00:00,,2017-07-01T06:00:00+10:00
,,1/7/17 6:15:00 AM;,6:15:00 AM;,8.6,2017-07-01,06:15:00,,2017-07-01T06:15:00+10:00
,,1/7/17 6:30:00 AM;,6:30:00 AM;,7.9,2017-07-01,06:30:00,,2017-07-01T06:30:00+10:00
,,1/7/17 6:45:00 AM;,6:45:00 AM;,8.6,2017-07-01,06:45:00,,2017-07-01T06:45:00+10:00
,,1/7/17 7:00:00 AM;,7:00:00 AM;,7.9,2017-07-01,07:00:00,,2017-07-01T07:00:00+10:00
,,1/7/17 7:15:00 AM;,7:15:00 AM;,8.1,2017-07-01,07:15:00,,2017-07-01T07:15:00+10:00
,,1/7/17 7:30:00 AM;,7:30:00 AM;,8.1,2017-07-01,07:30:00,,2017-07-01T07:30:00+10:00
,,1/7/17 7:45:00 AM;,7:45:00 AM;,8.8,2017-07-01,07:45:00,,2017-07-01T07:45:00+10:00
,,1/7/17 8:00:00 AM;,8:00:00 AM;,8.1,2017-07-01,08:00:00,,2017-07-01T08:00:00+10:00
,,1/7/17 8:15:00 AM;,8:15:00 AM;,9,2017-07-01,08:15:00,,2017-07-01T08:15:00+10:00
,,1/7/17 8:30:00 AM;,8:30:00 AM;,9.6,2017-07-01,08:30:00,,2017-07-01T08:30:00+10:00
,,1/7/17 8:45:00 AM;,8:45:00 AM;,0.8,2017-07-01,08:45:00,,2017-07-01T08:45:00+10:00
,,1/7/17 9:00:00 AM;,9:00:00 AM;,9.9,2017-07-01,09:00:00,,2017-07-01T09:00:00+10:00
,,1/7/17 9:15:00 AM;,9:15:00 AM;,9.1,2017-07-01,09:15:00,,2017-07-01T09:15:00+10:00
,,1/7/17 9:30:00 AM;,9:30:00 AM;,9.4,2017-07-01,09:30:00,,2017-07-01T09:30:00+10:00
,,1/7/17 9:45:00 AM;,9:45:00 AM;,8.5,2017-07-01,09:45:00,,2017-07-01T09:45:00+10:00
,,1/7/17 10:00:00 AM,10:00:00 AM,8.8,2017-07-01,10:00:00,,2017-07-01T10:00:00+10:00
,,1/7/17 10:15:00 AM,10:15:00 AM,9.6,2017-07-01,10:15:00,,2017-07-01T10:15:00+10:00
,,1/7/17 10:30:00 AM,10:30:00 AM,9.9,2017-07-01,10:30:00,,2017-07-01T10:30:00+10:00
,,1/7/17 10:45:00 AM,10:45:00 AM,9,2017-07-01,10:45:00,,2017-07-01T10:45:00+10:00
,,1/7/17 11:00:00 AM,11:00:00 AM,9.2,2017-07-01,11:00:00,,2017-07-01T11:00:00+10:00
,,1/7/17 11:15:00 AM,11:15:00 AM,9,2017-07-01,11:15:00,,2017-07-01T11:15:00+10:00
,,1/7/17 11:30:00 AM,11:30:00 AM,9.7,2017-07-01,11:30:00,,2017-07-01T11:30:00+10:00
,,1/7/17 11:45:00 AM,11:45:00 AM,9.2,2017-07-01,11:45:00,,2017-07-01T11:45:00+10:00
,,1/7/17 12:00:00 PM,12:00:00 PM,9.7,2017-07-01,12:00:00,,2017-07-01T12:00:00+10:00
,,1/7/17 12:15:00 PM,12:15:00 PM,9,2017-07-01,12:15:00,,2017-07-01T12:15:00+10:00
,,1/7/17 12:30:00 PM,12:30:00 PM,9.8,2017-07-01,12:30:00,,2017-07-01T12:30:00+10:00
,,1/7/17 12:45:00 PM,12:45:00 PM,9.8,2017-07-01,12:45:00,,2017-07-01T12:45:00+10:00
,,1/7/17 1:00:00 PM;,1:00:00 PM;,9.1,2017-07-01,13:00:00,,2017-07-01T13:00:00+10:00
,,1/7/17 1:15:00 PM;,1:15:00 PM;,9.8,2017-07-01,13:15:00,,2017-07-01T13:15:00+10:00
,,1/7/17 1:30:00 PM;,1:30:00 PM;,0.3,2017-07-01,13:30:00,,2017-07-01T13:30:00+10:00
,,1/7/17 1:45:00 PM;,1:45:00 PM;,0.5,2017-07-01,13:45:00,,2017-07-01T13:45:00+10:00
,,1/7/17 2:00:00 PM;,2:00:00 PM;,9.5,2017-07-01,14:00:00,,2017-07-01T14:00:00+10:00
,,1/7/17 2:15:00 PM;,2:15:00 PM;,9.4,2017-07-01,14:15:00,,2017-07-01T14:15:00+10:00
,,1/7/17 2:30:00 PM;,2:30:00 PM;,0.9,2017-07-01,14:30:00,,2017-07-01T14:30:00+10:00
,,1/7/17 2:45:00 PM;,2:45:00 PM;,0.3,2017-07-01,14:45:00,,2017-07-01T14:45:00+10:00
,,1/7/17 3:00:00 PM;,3:00:00 PM;,9.7,2017-07-01,15:00:00,,2017-07-01T15:00:00+10:00
,,1/7/17 3:15:00 PM;,3:15:00 PM;,9.4,2017-07-01,15:15:00,,2017-07-01T15:15:00+10:00
,,1/7/17 3:30:00 PM;,3:30:00 PM;,0,2017-07-01,15:30:00,,2017-07-01T15:30:00+10:00
,,1/7/17 3:45:00 PM;,3:45:00 PM;,9,2017-07-01,15:45:00,,2017-07-01T15:45:00+10:00
,,1/7/17 4:00:00 PM;,4:00:00 PM;,8.9,2017-07-01,16:00:00,,2017-07-01T16:00:00+10:00
,,1/7/17 4:15:00 PM;,4:15:00 PM;,9.2,2017-07-01,16:15:00,,2017-07-01T16:15:00+10:00
,,1/7/17 4:30:00 PM;,4:30:00 PM;,9.7,2017-07-01,16:30:00,,2017-07-01T16:30:00+10:00
,,1/7/17 4:45:00 PM;,4:45:00 PM;,9.4,2017-07-01,16:45:00,,2017-07-01T16:45:00+10:00
,,1/7/17 5:00:00 PM;,5:00:00 PM;,8.8,2017-07-01,17:00:00,,2017-07-01T17:00:00+10:00
,,1/7/17 5:15:00 PM;,5:15:00 PM;,9.5,2017-07-01,17:15:00,,2017-07-01T17:15:00+10:00
,,1/7/17 5:30:00 PM;,5:30:00 PM;,9.5,2017-07-01,17:30:00,,2017-07-01T17:30:00+10:00
,,1/7/17 5:45:00 PM;,5:45:00 PM;,9.8,2017-07-01,17:45:00,,2017-07-01T17:45:00+10:00
,,1/7/17 6:00:00 PM;,6:00:00 PM;,9.2,2017-07-01,18:00:00,,2017-07-01T18:00:00+10:00
,,1/7/17 6:15:00 PM;,6:15:00 PM;,9.6,2017-07-01,18:15:00,,2017-07-01T18:15:00+10:00
,,1/7/17 6:30:00 PM;,6:30:00 PM;,8.6,2017-07-01,18:30:00,,2017-07-01T18:30:00+10:00
,,1/7/17 6:45:00 PM;,6:45:00 PM;,9.3,2017-07-01,18:45:00,,2017-07-01T18:45:00+10:00
,,1/7/17 7:00:00 PM;,7:00:00 PM;,9.6,2017-07-01,19:00:00,,2017-07-01T19:00:00+10:00
,,1/7/17 7:15:00 PM;,7:15:00 PM;,9.9,2017-07-01,19:15:00,,2017-07-01T19:15:00+10:00
,,1/7/17 7:30:00 PM;,7:30:00 PM;,9.1,2017-07-01,19:30:00,,2017-07-01T19:30:00+10:00
,,1/7/17 7:45:00 PM;,7:45:00 PM;,9.1,2017-07-01,19:45:00,,2017-07-01T19:45:00+10:00
,,1/7/17 8:00:00 PM;,8:00:00 PM;,9.6,2017-07-01,20:00:00,,2017-07-01T20:00:00+10:00
,,1/7/17 8:15:00 PM;,8:15:00 PM;,8.8,2017-07-01,20:15:00,,2017-07-01T20:15:00+10:00
,,1/7/17 8:30:00 PM;,8:30:00 PM;,8.4,2017-07-01,20:30:00,,2017-07-01T20:30:00+10:00
,,1/7/17 8:45:00 PM;,8:45:00 PM;,8.9,2017-07-01,20:45:00,,2017-07-01T20:45:00+10:00
,,1/7/17 9:00:00 PM;,9:00:00 PM;,0.3,2017-07-01,21:00:00,,2017-07-01T21:00:00+10:00
,,1/7/17 9:15:00 PM;,9:15:00 PM;,8.8,2017-07-01,21:15:00,,2017-07-01T21:15:00+10:00
,,1/7/17 9:30:00 PM;,9:30:00 PM;,8.7,2017-07-01,21:30:00,,2017-07-01T21:30:00+10:00
,,1/7/17 9:45:00 PM;,9:45:00 PM;,8.5,2017-07-01,21:45:00,,2017-07-01T21:45:00+10:00
,,1/7/17 10:00:00 PM,10:00:00 PM,9.7,2017-07-01,22:00:00,,2017-07-01T22:00:00+10:00
,,1/7/17 10:15:00 PM,10:15:00 PM,8.5,2017-07-01,22:15:00,,2017-07-01T22:15:00+10:00
,,1/7/17 10:30:00 PM,10:30:00 PM,8.3,2017-07-01,22:30:00,,2017-07-01T22:30:00+10:00
,,1/7/17 10:45:00 PM,10:45:00 PM,8.7,2017-07-01,22:45:00,,2017-07-01T22:45:00+10:00
,,1/7/17 11:00:00 PM,11:00:00 PM,9.1,2017-07-01,23:00:00,,2017-07-01T23:00:00+10:00
,,1/7/17 11:15:00 PM,11:15:00 PM,8.2,2017-07-01,23:15:00,,2017-07-01T23:15:00+10:00
,,1/7/17 11:30:00 PM,11:30:00 PM,7.9,2017-07-01,23:30:00,,2017-07-01T23:30:00+10:00
,,1/7/17 11:45:00 PM,11:45:00 PM,8.7,2017-07-01,23:45:00,,2017-07-01T23:45:00+10:00
,,1/8/17 12:00:00 AM,12:00:00 AM,8.8,2017-08-01,00:00:00,,2017-08-01T00:00:00+10:00
,,1/8/17 12:15:00 AM,12:15:00 AM,8.3,2017-08-01,00:15:00,,2017-08-01T00:15:00+10:00
,,1/8/17 12:30:00 AM,12:30:00 AM,8.6,2017-08-01,00:30:00,,2017-08-01T00:30:00+10:00
,,1/8/17 12:45:00 AM,12:45:00 AM,9.6,2017-08-01,00:45:00,,2017-08-01T00:45:00+10:00
,,1/8/17 1:00:00 AM;,1:00:00 AM;,8.6,2017-08-01,01:00:00,,2017-08-01T01:00:00+10:00
,,1/8/17 1:15:00 AM;,1:15:00 AM;,8.6,2017-08-01,01:15:00,,2017-08-01T01:15:00+10:00
,,1/8/17 1:30:00 AM;,1:30:00 AM;,8.1,2017-08-01,01:30:00,,2017-08-01T01:30:00+10:00
,,1/8/17 1:45:00 AM;,1:45:00 AM;,8.8,2017-08-01,01:45:00,,2017-08-01T01:45:00+10:00
,,1/8/17 2:00:00 AM;,2:00:00 AM;,8.3,2017-08-01,02:00:00,,2017-08-01T02:00:00+10:00
,,1/8/17 2:15:00 AM;,2:15:00 AM;,8.3,2017-08-01,02:15:00,,2017-08-01T02:15:00+10:00
,,1/8/17 2:30:00 AM;,2:30:00 AM;,8.7,2017-08-01,02:30:00,,2017-08-01T02:30:00+10:00
,,1/8/17 2:45:00 AM;,2:45:00 AM;,8.8,2017-08-01,02:45:00,,2017-08-01T02:45:00+10:00
,,1/8/17 3:00:00 AM;,3:00:00 AM;,9.2,2017-08-01,03:00:00,,2017-08-01T03:00:00+10:00
,,1/8/17 3:15:00 AM;,3:15:00 AM;,9.1,2017-08-01,03:15:00,,2017-08-01T03:15:00+10:00
,,1/8/17 3:30:00 AM;,3:30:00 AM;,8.7,2017-08-01,03:30:00,,2017-08-01T03:30:00+10:00
,,1/8/17 3:45:00 AM;,3:45:00 AM;,8.1,2017-08-01,03:45:00,,2017-08-01T03:45:00+10:00
,,1/8/17 4:00:00 AM;,4:00:00 AM;,8,2017-08-01,04:00:00,,2017-08-01T04:00:00+10:00
,,1/8/17 4:15:00 AM;,4:15:00 AM;,8.1,2017-08-01,04:15:00,,2017-08-01T04:15:00+10:00
,,1/8/17 4:30:00 AM;,4:30:00 AM;,8.9,2017-08-01,04:30:00,,2017-08-01T04:30:00+10:00
,,1/8/17 4:45:00 AM;,4:45:00 AM;,8.1,2017-08-01,04:45:00,,2017-08-01T04:45:00+10:00
,,1/8/17 5:00:00 AM;,5:00:00 AM;,7.9,2017-08-01,05:00:00,,2017-08-01T05:00:00+10:00
,,1/8/17 5:15:00 AM;,5:15:00 AM;,8.4,2017-08-01,05:15:00,,2017-08-01T05:15:00+10:00
,,1/8/17 5:30:00 AM;,5:30:00 AM;,8.4,2017-08-01,05:30:00,,2017-08-01T05:30:00+10:00
,,1/8/17 5:45:00 AM;,5:45:00 AM;,7.4,2017-08-01,05:45:00,,2017-08-01T05:45:00+10:00
,,1/8/17 6:00:00 AM;,6:00:00 AM;,7.3,2017-08-01,06:00:00,,2017-08-01T06:00:00+10:00
,,1/8/17 6:15:00 AM;,6:15:00 AM;,8.3,2017-08-01,06:15:00,,2017-08-01T06:15:00+10:00
,,1/8/17 6:30:00 AM;,6:30:00 AM;,7.9,2017-08-01,06:30:00,,2017-08-01T06:30:00+10:00
,,1/8/17 6:45:00 AM;,6:45:00 AM;,7.4,2017-08-01,06:45:00,,2017-08-01T06:45:00+10:00
,,1/8/17 7:00:00 AM;,7:00:00 AM;,7.4,2017-08-01,07:00:00,,2017-08-01T07:00:00+10:00
,,1/8/17 7:15:00 AM;,7:15:00 AM;,8.2,2017-08-01,07:15:00,,2017-08-01T07:15:00+10:00
,,1/8/17 7:30:00 AM;,7:30:00 AM;,7.9,2017-08-01,07:30:00,,2017-08-01T07:30:00+10:00
,,1/8/17 7:45:00 AM;,7:45:00 AM;,7.2,2017-08-01,07:45:00,,2017-08-01T07:45:00+10:00
,,1/8/17 8:00:00 AM;,8:00:00 AM;,7.2,2017-08-01,08:00:00,,2017-08-01T08:00:00+10:00
,,1/8/17 8:15:00 AM;,8:15:00 AM;,8.1,2017-08-01,08:15:00,,2017-08-01T08:15:00+10:00
,,1/8/17 8:30:00 AM;,8:30:00 AM;,8.5,2017-08-01,08:30:00,,2017-08-01T08:30:00+10:00
,,1/8/17 8:45:00 AM;,8:45:00 AM;,9.3,2017-08-01,08:45:00,,2017-08-01T08:45:00+10:00
,,1/8/17 9:00:00 AM;,9:00:00 AM;,0,2017-08-01,09:00:00,,2017-08-01T09:00:00+10:00
,,1/8/17 9:15:00 AM;,9:15:00 AM;,9.3,2017-08-01,09:15:00,,2017-08-01T09:15:00+10:00
,,1/8/17 9:30:00 AM;,9:30:00 AM;,9.1,2017-08-01,09:30:00,,2017-08-01T09:30:00+10:00
,,1/8/17 9:45:00 AM;,9:45:00 AM;,8.2,2017-08-01,09:45:00,,2017-08-01T09:45:00+10:00
,,1/8/17 10:00:00 AM,10:00:00 AM,9.8,2017-08-01,10:00:00,,2017-08-01T10:00:00+10:00
,,1/8/17 10:15:00 AM,10:15:00 AM,9.2,2017-08-01,10:15:00,,2017-08-01T10:15:00+10:00
,,1/8/17 10:30:00 AM,10:30:00 AM,9.7,2017-08-01,10:30:00,,2017-08-01T10:30:00+10:00
,,1/8/17 10:45:00 AM,10:45:00 AM,9.7,2017-08-01,10:45:00,,2017-08-01T10:45:00+10:00
,,1/8/17 11:00:00 AM,11:00:00 AM,9.4,2017-08-01,11:00:00,,2017-08-01T11:00:00+10:00
,,1/8/17 11:15:00 AM,11:15:00 AM,9.8,2017-08-01,11:15:00,,2017-08-01T11:15:00+10:00
,,1/8/17 11:30:00 AM,11:30:00 AM,9.4,2017-08-01,11:30:00,,2017-08-01T11:30:00+10:00
,,1/8/17 11:45:00 AM,11:45:00 AM,9.1,2017-08-01,11:45:00,,2017-08-01T11:45:00+10:00
,,1/8/17 12:00:00 PM,12:00:00 PM,9.2,2017-08-01,12:00:00,,2017-08-01T12:00:00+10:00
,,1/8/17 12:15:00 PM,12:15:00 PM,9.3,2017-08-01,12:15:00,,2017-08-01T12:15:00+10:00
,,1/8/17 12:30:00 PM,12:30:00 PM,0.3,2017-08-01,12:30:00,,2017-08-01T12:30:00+10:00
,,1/8/17 12:45:00 PM,12:45:00 PM,0.3,2017-08-01,12:45:00,,2017-08-01T12:45:00+10:00
,,1/8/17 1:00:00 PM;,1:00:00 PM;,9.7,2017-08-01,13:00:00,,2017-08-01T13:00:00+10:00
,,1/8/17 1:15:00 PM;,1:15:00 PM;,0.2,2017-08-01,13:15:00,,2017-08-01T13:15:00+10:00
,,1/8/17 1:30:00 PM;,1:30:00 PM;,1.4,2017-08-01,13:30:00,,2017-08-01T13:30:00+10:00
,,1/8/17 1:45:00 PM;,1:45:00 PM;,0.8,2017-08-01,13:45:00,,2017-08-01T13:45:00+10:00
,,1/8/17 2:00:00 PM;,2:00:00 PM;,0.5,2017-08-01,14:00:00,,2017-08-01T14:00:00+10:00
,,1/8/17 2:15:00 PM;,2:15:00 PM;,0,2017-08-01,14:15:00,,2017-08-01T14:15:00+10:00
,,1/8/17 2:30:00 PM;,2:30:00 PM;,1.4,2017-08-01,14:30:00,,2017-08-01T14:30:00+10:00
,,1/8/17 2:45:00 PM;,2:45:00 PM;,0.3,2017-08-01,14:45:00,,2017-08-01T14:45:00+10:00
,,1/8/17 3:00:00 PM;,3:00:00 PM;,0.5,2017-08-01,15:00:00,,2017-08-01T15:00:00+10:00
,,1/8/17 3:15:00 PM;,3:15:00 PM;,9.9,2017-08-01,15:15:00,,2017-08-01T15:15:00+10:00
,,1/8/17 3:30:00 PM;,3:30:00 PM;,0.8,2017-08-01,15:30:00,,2017-08-01T15:30:00+10:00
,,1/8/17 3:45:00 PM;,3:45:00 PM;,0.2,2017-08-01,15:45:00,,2017-08-01T15:45:00+10:00
,,1/8/17 4:00:00 PM;,4:00:00 PM;,9.5,2017-08-01,16:00:00,,2017-08-01T16:00:00+10:00
,,1/8/17 4:15:00 PM;,4:15:00 PM;,9.7,2017-08-01,16:15:00,,2017-08-01T16:15:00+10:00
,,1/8/17 4:30:00 PM;,4:30:00 PM;,0.6,2017-08-01,16:30:00,,2017-08-01T16:30:00+10:00
,,1/8/17 4:45:00 PM;,4:45:00 PM;,9.6,2017-08-01,16:45:00,,2017-08-01T16:45:00+10:00
,,1/8/17 5:00:00 PM;,5:00:00 PM;,9.2,2017-08-01,17:00:00,,2017-08-01T17:00:00+10:00
,,1/8/17 5:15:00 PM;,5:15:00 PM;,0.1,2017-08-01,17:15:00,,2017-08-01T17:15:00+10:00
,,1/8/17 5:30:00 PM;,5:30:00 PM;,9.6,2017-08-01,17:30:00,,2017-08-01T17:30:00+10:00
,,1/8/17 5:45:00 PM;,5:45:00 PM;,0,2017-08-01,17:45:00,,2017-08-01T17:45:00+10:00
,,1/8/17 6:00:00 PM;,6:00:00 PM;,9.4,2017-08-01,18:00:00,,2017-08-01T18:00:00+10:00
,,1/8/17 6:15:00 PM;,6:15:00 PM;,9.6,2017-08-01,18:15:00,,2017-08-01T18:15:00+10:00
,,1/8/17 6:30:00 PM;,6:30:00 PM;,9,2017-08-01,18:30:00,,2017-08-01T18:30:00+10:00
,,1/8/17 6:45:00 PM;,6:45:00 PM;,9.4,2017-08-01,18:45:00,,2017-08-01T18:45:00+10:00
,,1/8/17 7:00:00 PM;,7:00:00 PM;,8.9,2017-08-01,19:00:00,,2017-08-01T19:00:00+10:00
,,1/8/17 7:15:00 PM;,7:15:00 PM;,9.8,2017-08-01,19:15:00,,2017-08-01T19:15:00+10:00
,,1/8/17 7:30:00 PM;,7:30:00 PM;,9.2,2017-08-01,19:30:00,,2017-08-01T19:30:00+10:00
,,1/8/17 7:45:00 PM;,7:45:00 PM;,9.6,2017-08-01,19:45:00,,2017-08-01T19:45:00+10:00
,,1/8/17 8:00:00 PM;,8:00:00 PM;,9.4,2017-08-01,20:00:00,,2017-08-01T20:00:00+10:00
,,1/8/17 8:15:00 PM;,8:15:00 PM;,9.7,2017-08-01,20:15:00,,2017-08-01T20:15:00+10:00
,,1/8/17 8:30:00 PM;,8:30:00 PM;,0.2,2017-08-01,20:30:00,,2017-08-01T20:30:00+10:00
,,1/8/17 8:45:00 PM;,8:45:00 PM;,1.3,2017-08-01,20:45:00,,2017-08-01T20:45:00+10:00
,,1/8/17 9:00:00 PM;,9:00:00 PM;,1.1,2017-08-01,21:00:00,,2017-08-01T21:00:00+10:00
,,1/8/17 9:15:00 PM;,9:15:00 PM;,9.9,2017-08-01,21:15:00,,2017-08-01T21:15:00+10:00
,,1/8/17 9:30:00 PM;,9:30:00 PM;,9.3,2017-08-01,21:30:00,,2017-08-01T21:30:00+10:00
,,1/8/17 9:45:00 PM;,9:45:00 PM;,0,2017-08-01,21:45:00,,2017-08-01T21:45:00+10:00
,,1/8/17 10:00:00 PM,10:00:00 PM,0,2017-08-01,22:00:00,,2017-08-01T22:00:00+10:00
,,1/8/17 10:15:00 PM,10:15:00 PM,9.3,2017-08-01,22:15:00,,2017-08-01T22:15:00+10:00
,,1/8/17 10:30:00 PM,10:30:00 PM,9.5,2017-08-01,22:30:00,,2017-08-01T22:30:00+10:00
,,1/8/17 10:45:00 PM,10:45:00 PM,0,2017-08-01,22:45:00,,2017-08-01T22:45:00+10:00
,,1/8/17 11:00:00 PM,11:00:00 PM,0.1,2017-08-01,23:00:00,,2017-08-01T23:00:00+10:00
,,1/8/17 11:15:00 PM,11:15:00 PM,9.4,2017-08-01,23:15:00,,2017-08-01T23:15:00+10:00
,,1/8/17 11:30:00 PM,11:30:00 PM,9.2,2017-08-01,23:30:00,,2017-08-01T23:30:00+10:00
,,1/8/17 11:45:00 PM,11:45:00 PM,0.3,2017-08-01,23:45:00,,2017-08-01T23:45:00+10:00
,,1/9/17 12:00:00 AM,12:00:00 AM,0.3,2017-09-01,00:00:00,,2017-09-01T00:00:00+10:00
,,1/9/17 12:15:00 AM,12:15:00 AM,9.9,2017-09-01,00:15:00,,2017-09-01T00:15:00+10:00
,,1/9/17 12:30:00 AM,12:30:00 AM,9.6,2017-09-01,00:30:00,,2017-09-01T00:30:00+10:00
,,1/9/17 12:45:00 AM,12:45:00 AM,0.3,2017-09-01,00:45:00,,2017-09-01T00:45:00+10:00
,,1/9/17 1:00:00 AM;,1:00:00 AM;,9.6,2017-09-01,01:00:00,,2017-09-01T01:00:00+10:00
,,1/9/17 1:15:00 AM;,1:15:00 AM;,9.4,2017-09-01,01:15:00,,2017-09-01T01:15:00+10:00
