Date/time;018 (Library)-Mains.Active energy (105936.0 kWh),timestamp_no_value,timestamp_values,timestamp_only,TESAG_val,Date,timestamp_values,,timestamp
,,1/14/17 9:00:00 AM, 9:00:00 AM,0.7,1/14/1, 9:00:00 ,,1/14/1T 9:00:00 +10:00
,,1/14/17 9:15:00 AM, 9:15:00 AM,9.9,1/14/1, 9:15:00 ,,1/14/1T 9:15:00 +10:00
,,1/14/17 9:30:00 AM, 9:30:00 AM,8.9,1/14/1, 9:30:00 ,,1/14/1T 9:30:00 +10:00
,,1/14/17 9:45:00 AM, 9:45:00 AM,8.9,1/14/1, 9:45:00 ,,1/14/1T 9:45:00 +10:00
,,1/14/17 10:00:00 A, 10:00:00 A,0.1,1/14/1, 10:00:00 ,,1/14/1T 10:00:00 +10:00
,,1/14/17 10:15:00 A, 10:15:00 A,9.6,1/14/1, 10:15:00 ,,1/14/1T 10:15:00 +10:00
,,1/14/17 10:30:00 A, 10:30:00 A,9.1,1/14/1, 10:30:00 ,,1/14/1T 10:30:00 +10:00
,,1/14/17 10:45:00 A, 10:45:00 A,9.4,1/14/1, 10:45:00 ,,1/14/1T 10:45:00 +10:00
,,1/14/17 11:00:00 A, 11:00:00 A,9.3,1/14/1, 11:00:00 ,,1/14/1T 11:00:00 +10:00
,,1/14/17 11:15:00 A, 11:15:00 A,9.5,1/14/1, 11:15:00 ,,1/14/1T 11:15:00 +10:00
,,1/14/17 11:30:00 A, 11:30:00 A,9.2,1/14/1, 11:30:00 ,,1/14/1T 11:30:00 +10:00
,,1/14/17 11:45:00 A, 11:45:00 A,0.1,1/14/1, 11:45:00 ,,1/14/1T 11:45:00 +10:00
,,1/14/17 12:00:00 P, 12:00:00 P,9.9,1/14/1, 12:00:00 ,,1/14/1T 12:00:00 +10:00
,,1/14/17 12:15:00 P, 12:15:00 P,0.5,1/14/1, 12:15:00 ,,1/14/1T 12:15:00 +10:00
,,1/14/17 12:30:00 P, 12:30:00 P,0.4,1/14/1, 12:30:00 ,,1/14/1T 12:30:00 +10:00
,,1/14/17 12:45:00 P, 12:45:00 P,0.8,1/14/1, 12:45:00 ,,1/14/1T 12:45:00 +10:00
,,1/14/17 1:00:00 PM, 1:00:00 PM,9.9,1/14/1, 1:00:00 ,,1/14/1T 1:00:00 +10:00
,,1/14/17 1:15:00 PM, 1:15:00 PM,9.9,1/14/1, 1:15:00 ,,1/14/1T 1:15:00 +10:00
,,1/14/17 1:30:00 PM, 1:30:00 PM,0.8,1/14/1, 1:30:00 ,,1/14/1T 1:30:00 +10:00
,,1/14/17 1:45:00 PM, 1:45:00 PM,1.2,1/14/1, 1:45:00 ,,1/14/1T 1:45:00 +10:00
,,1/14/17 2:00:00 PM, 2:00:00 PM,1.2,1/14/1, 2:00:00 ,,1/14/1T 2:00:00 +10:00
,,1/14/17 2:15:00 PM, 2:15:00 PM,0.4,1/14/1, 2:15:00 ,,1/14/1T 2:15:00 +10:00
,,1/14/17 2:30:00 PM, 2:30:00 PM,0.2,1/14/1, 2:30:00 ,,1/14/1T 2:30:00 +10:00
,,1/14/17 2:45:00 PM, 2:45:00 PM,0.7,1/14/1, 2:45:00 ,,1/14/1T 2:45:00 +10:00
,,1/14/17 3:00:00 PM, 3:00:00 PM,0.5,1/14/1, 3:00:00 ,,1/14/1T 3:00:00 +10:00
,,1/14/17 3:15:00 PM, 3:15:00 PM,0,1/14/1, 3:15:00 ,,1/14/1T 3:15:00 +10:00
,,1/14/17 3:30:00 PM, 3:30:00 PM,0.9,1/14/1, 3:30:00 ,,1/14/1T 3:30:00 +10:00
,,1/14/17 3:45:00 PM, 3:45:00 PM,0.6,1/14/1, 3:45:00 ,,1/14/1T 3:45:00 +10:00
,,1/14/17 4:00:00 PM, 4:00:00 PM,9.9,1/14/1, 4:00:00 ,,1/14/1T 4:00:00 +10:00
,,1/14/17 4:15:00 PM, 4:15:00 PM,9.4,1/14/1, 4:15:00 ,,1/14/1T 4:15:00 +10:00
,,1/14/17 4:30:00 PM, 4:30:00 PM,0.5,1/14/1, 4:30:00 ,,1/14/1T 4:30:00 +10:00
,,1/14/17 4:45:00 PM, 4:45:00 PM,0.2,1/14/1, 4:45:00 ,,1/14/1T 4:45:00 +10:00
,,1/14/17 5:00:00 PM, 5:00:00 PM,9.7,1/14/1, 5:00:00 ,,1/14/1T 5:00:00 +10:00
,,1/14/17 5:15:00 PM, 5:15:00 PM,9.9,1/14/1, 5:15:00 ,,1/14/1T 5:15:00 +10:00
,,1/14/17 5:30:00 PM, 5:30:00 PM,0.6,1/14/1, 5:30:00 ,,1/14/1T 5:30:00 +10:00
,,1/14/17 5:45:00 PM, 5:45:00 PM,0,1/14/1, 5:45:00 ,,1/14/1T 5:45:00 +10:00
,,1/14/17 6:00:00 PM, 6:00:00 PM,9.6,1/14/1, 6:00:00 ,,1/14/1T 6:00:00 +10:00
,,1/14/17 6:15:00 PM, 6:15:00 PM,9.6,1/14/1, 6:15:00 ,,1/14/1T 6:15:00 +10:00
,,1/14/17 6:30:00 PM, 6:30:00 PM,9.8,1/14/1, 6:30:00 ,,1/14/1T 6:30:00 +10:00
,,1/14/17 6:45:00 PM, 6:45:00 PM,9.9,1/14/1, 6:45:00 ,,1/14/1T 6:45:00 +10:00
,,1/14/17 7:00:00 PM, 7:00:00 PM,9.8,1/14/1, 7:00:00 ,,1/14/1T 7:00:00 +10:00
,,1/14/17 7:15:00 PM, 7:15:00 PM,9.9,1/14/1, 7:15:00 ,,1/14/1T 7:15:00 +10:00
,,1/14/17 7:30:00 PM, 7:30:00 PM,9.5,1/14/1, 7:30:00 ,,1/14/1T 7:30:00 +10:00
,,1/14/17 7:45:00 PM, 7:45:00 PM,9.6,1/14/1, 7:45:00 ,,1/14/1T 7:45:00 +10:00
,,1/14/17 8:00:00 PM, 8:00:00 PM,9.1,1/14/1, 8:00:00 ,,1/14/1T 8:00:00 +10:00
,,1/14/17 8:15:00 PM, 8:15:00 PM,9.5,1/14/1, 8:15:00 ,,1/14/1T 8:15:00 +10:00
,,1/14/17 8:30:00 PM, 8:30:00 PM,9.2,1/14/1, 8:30:00 ,,1/14/1T 8:30:00 +10:00
,,1/14/17 8:45:00 PM, 8:45:00 PM,9.7,1/14/1, 8:45:00 ,,1/14/1T 8:45:00 +10:00
,,1/14/17 9:00:00 PM, 9:00:00 PM,9.8,1/14/1, 9:00:00 ,,1/14/1T 9:00:00 +10:00
,,1/14/17 9:15:00 PM, 9:15:00 PM,0.4,1/14/1, 9:15:00 ,,1/14/1T 9:15:00 +10:00
,,1/14/17 9:30:00 PM, 9:30:00 PM,9,1/14/1, 9:30:00 ,,1/14/1T 9:30:00 +10:00
,,1/14/17 9:45:00 PM, 9:45:00 PM,8.9,1/14/1, 9:45:00 ,,1/14/1T 9:45:00 +10:00
,,1/14/17 10:00:00 P, 10:00:00 P,8.8,1/14/1, 10:00:00 ,,1/14/1T 10:00:00 +10:00
,,1/14/17 10:15:00 P, 10:15:00 P,9.1,1/14/1, 10:15:00 ,,1/14/1T 10:15:00 +10:00
,,1/14/17 10:30:00 P, 10:30:00 P,8.5,1/14/1, 10:30:00 ,,1/14/1T 10:30:00 +10:00
,,1/14/17 10:45:00 P, 10:45:00 P,8.6,1/14/1, 10:45:00 ,,1/14/1T 10:45:00 +10:00
,,1/14/17 11:00:00 P, 11:00:00 P,9.7,1/14/1, 11:00:00 ,,1/14/1T 11:00:00 +10:00
,,1/14/17 11:15:00 P, 11:15:00 P,8.7,1/14/1, 11:15:00 ,,1/14/1T 11:15:00 +10:00
,,1/14/17 11:30:00 P, 11:30:00 P,8.1,1/14/1, 11:30:00 ,,1/14/1T 11:30:00 +10:00
,,1/14/17 11:45:00 P, 11:45:00 P,8,1/14/1, 11:45:00 ,,1/14/1T 11:45:00 +10:00
,,1/15/17 12:00:00 A, 12:00:00 A,9.5,1/15/1, 12:00:00 ,,1/15/1T 12:00:00 +10:00
,,1/15/17 12:15:00 A, 12:15:00 A,8.3,1/15/1, 12:15:00 ,,1/15/1T 12:15:00 +10:00
,,1/15/17 12:30:00 A, 12:30:00 A,8.2,1/15/1, 12:30:00 ,,1/15/1T 12:30:00 +10:00
,,1/15/17 12:45:00 A, 12:45:00 A,8.8,1/15/1, 12:45:00 ,,1/15/1T 12:45:00 +10:00
,,1/15/17 1:00:00 AM, 1:00:00 AM,9.5,1/15/1, 1:00:00 ,,1/15/1T 1:00:00 +10:00
,,1/15/17 1:15:00 AM, 1:15:00 AM,8.5,1/15/1, 1:15:00 ,,1/15/1T 1:15:00 +10:00
,,1/15/17 1:30:00 AM, 1:30:00 AM,8,1/15/1, 1:30:00 ,,1/15/1T 1:30:00 +10:00
,,1/15/17 1:45:00 AM, 1:45:00 AM,7.9,1/15/1, 1:45:00 ,,1/15/1T 1:45:00 +10:00
,,1/15/17 2:00:00 AM, 2:00:00 AM,9.4,1/15/1, 2:00:00 ,,1/15/1T 2:00:00 +10:00
,,1/15/17 2:15:00 AM, 2:15:00 AM,8.5,1/15/1, 2:15:00 ,,1/15/1T 2:15:00 +10:00
,,1/15/17 2:30:00 AM, 2:30:00 AM,8.5,1/15/1, 2:30:00 ,,1/15/1T 2:30:00 +10:00
,,1/15/17 2:45:00 AM, 2:45:00 AM,9.1,1/15/1, 2:45:00 ,,1/15/1T 2:45:00 +10:00
,,1/15/17 3:00:00 AM, 3:00:00 AM,0,1/15/1, 3:00:00 ,,1/15/1T 3:00:00 +10:00
,,1/15/17 3:15:00 AM, 3:15:00 AM,9.6,1/15/1, 3:15:00 ,,1/15/1T 3:15:00 +10:00
,,1/15/17 3:30:00 AM, 3:30:00 AM,8.5,1/15/1, 3:30:00 ,,1/15/1T 3:30:00 +10:00
,,1/15/17 3:45:00 AM, 3:45:00 AM,9.4,1/15/1, 3:45:00 ,,1/15/1T 3:45:00 +10:00
,,1/15/17 4:00:00 AM, 4:00:00 AM,8.6,1/15/1, 4:00:00 ,,1/15/1T 4:00:00 +10:00
,,1/15/17 4:15:00 AM, 4:15:00 AM,8.5,1/15/1, 4:15:00 ,,1/15/1T 4:15:00 +10:00
,,1/15/17 4:30:00 AM, 4:30:00 AM,8,1/15/1, 4:30:00 ,,1/15/1T 4:30:00 +10:00
,,1/15/17 4:45:00 AM, 4:45:00 AM,8.7,1/15/1, 4:45:00 ,,1/15/1T 4:45:00 +10:00
,,1/15/17 5:00:00 AM, 5:00:00 AM,8.5,1/15/1, 5:00:00 ,,1/15/1T 5:00:00 +10:00
,,1/15/17 5:15:00 AM, 5:15:00 AM,8.2,1/15/1, 5:15:00 ,,1/15/1T 5:15:00 +10:00
,,1/15/17 5:30:00 AM, 5:30:00 AM,8.1,1/15/1, 5:30:00 ,,1/15/1T 5:30:00 +10:00
,,1/15/17 5:45:00 AM, 5:45:00 AM,8.6,1/15/1, 5:45:00 ,,1/15/1T 5:45:00 +10:00
,,1/15/17 6:00:00 AM, 6:00:00 AM,7.7,1/15/1, 6:00:00 ,,1/15/1T 6:00:00 +10:00
,,1/15/17 6:15:00 AM, 6:15:00 AM,8.1,1/15/1, 6:15:00 ,,1/15/1T 6:15:00 +10:00
,,1/15/17 6:30:00 AM, 6:30:00 AM,7.7,1/15/1, 6:30:00 ,,1/15/1T 6:30:00 +10:00
,,1/15/17 6:45:00 AM, 6:45:00 AM,8.3,1/15/1, 6:45:00 ,,1/15/1T 6:45:00 +10:00
,,1/15/17 7:00:00 AM, 7:00:00 AM,7.6,1/15/1, 7:00:00 ,,1/15/1T 7:00:00 +10:00
,,1/15/17 7:15:00 AM, 7:15:00 AM,7.8,1/15/1, 7:15:00 ,,1/15/1T 7:15:00 +10:00
,,1/15/17 7:30:00 AM, 7:30:00 AM,8.4,1/15/1, 7:30:00 ,,1/15/1T 7:30:00 +10:00
,,1/15/17 7:45:00 AM, 7:45:00 AM,7.9,1/15/1, 7:45:00 ,,1/15/1T 7:45:00 +10:00
,,1/15/17 8:00:00 AM, 8:00:00 AM,7.6,1/15/1, 8:00:00 ,,1/15/1T 8:00:00 +10:00
,,1/15/17 8:15:00 AM, 8:15:00 AM,7.8,1/15/1, 8:15:00 ,,1/15/1T 8:15:00 +10:00
,,1/15/17 8:30:00 AM, 8:30:00 AM,8.9,1/15/1, 8:30:00 ,,1/15/1T 8:30:00 +10:00
,,1/15/17 8:45:00 AM, 8:45:00 AM,8.6,1/15/1, 8:45:00 ,,1/15/1T 8:45:00 +10:00
,,1/15/17 9:00:00 AM, 9:00:00 AM,8.9,1/15/1, 9:00:00 ,,1/15/1T 9:00:00 +10:00
,,1/15/17 9:15:00 AM, 9:15:00 AM,8.9,1/15/1, 9:15:00 ,,1/15/1T 9:15:00 +10:00
,,1/15/17 9:30:00 AM, 9:30:00 AM,9.9,1/15/1, 9:30:00 ,,1/15/1T 9:30:00 +10:00
,,1/15/17 9:45:00 AM, 9:45:00 AM,8.5,1/15/1, 9:45:00 ,,1/15/1T 9:45:00 +10:00
,,1/15/17 10:00:00 A, 10:00:00 A,8.4,1/15/1, 10:00:00 ,,1/15/1T 10:00:00 +10:00
,,1/15/17 10:15:00 A, 10:15:00 A,9,1/15/1, 10:15:00 ,,1/15/1T 10:15:00 +10:00
,,1/15/17 10:30:00 A, 10:30:00 A,0.2,1/15/1, 10:30:00 ,,1/15/1T 10:30:00 +10:00
,,1/15/17 10:45:00 A, 10:45:00 A,8.9,1/15/1, 10:45:00 ,,1/15/1T 10:45:00 +10:00
,,1/15/17 11:00:00 A, 11:00:00 A,9.5,1/15/1, 11:00:00 ,,1/15/1T 11:00:00 +10:00
,,1/15/17 11:15:00 A, 11:15:00 A,9.6,1/15/1, 11:15:00 ,,1/15/1T 11:15:00 +10:00
,,1/15/17 11:30:00 A, 11:30:00 A,9.4,1/15/1, 11:30:00 ,,1/15/1T 11:30:00 +10:00
,,1/15/17 11:45:00 A, 11:45:00 A,8.9,1/15/1, 11:45:00 ,,1/15/1T 11:45:00 +10:00
,,1/15/17 12:00:00 P, 12:00:00 P,8.7,1/15/1, 12:00:00 ,,1/15/1T 12:00:00 +10:00
,,1/15/17 12:15:00 P, 12:15:00 P,9.2,1/15/1, 12:15:00 ,,1/15/1T 12:15:00 +10:00
,,1/15/17 12:30:00 P, 12:30:00 P,9.3,1/15/1, 12:30:00 ,,1/15/1T 12:30:00 +10:00
,,1/15/17 12:45:00 P, 12:45:00 P,9.4,1/15/1, 12:45:00 ,,1/15/1T 12:45:00 +10:00
,,1/15/17 1:00:00 PM, 1:00:00 PM,0,1/15/1, 1:00:00 ,,1/15/1T 1:00:00 +10:00
,,1/15/17 1:15:00 PM, 1:15:00 PM,0.4,1/15/1, 1:15:00 ,,1/15/1T 1:15:00 +10:00
,,1/15/17 1:30:00 PM, 1:30:00 PM,9.8,1/15/1, 1:30:00 ,,1/15/1T 1:30:00 +10:00
,,1/15/17 1:45:00 PM, 1:45:00 PM,9.2,1/15/1, 1:45:00 ,,1/15/1T 1:45:00 +10:00
,,1/15/17 2:00:00 PM, 2:00:00 PM,8.6,1/15/1, 2:00:00 ,,1/15/1T 2:00:00 +10:00
,,1/15/17 2:15:00 PM, 2:15:00 PM,9.2,1/15/1, 2:15:00 ,,1/15/1T 2:15:00 +10:00
,,1/15/17 2:30:00 PM, 2:30:00 PM,8.7,1/15/1, 2:30:00 ,,1/15/1T 2:30:00 +10:00
,,1/15/17 2:45:00 PM, 2:45:00 PM,0,1/15/1, 2:45:00 ,,1/15/1T 2:45:00 +10:00
,,1/15/17 3:00:00 PM, 3:00:00 PM,9.6,1/15/1, 3:00:00 ,,1/15/1T 3:00:00 +10:00
,,1/15/17 3:15:00 PM, 3:15:00 PM,0.3,1/15/1, 3:15:00 ,,1/15/1T 3:15:00 +10:00
,,1/15/17 3:30:00 PM, 3:30:00 PM,9.5,1/15/1, 3:30:00 ,,1/15/1T 3:30:00 +10:00
,,1/15/17 3:45:00 PM, 3:45:00 PM,9.8,1/15/1, 3:45:00 ,,1/15/1T 3:45:00 +10:00
,,1/15/17 4:00:00 PM, 4:00:00 PM,9.7,1/15/1, 4:00:00 ,,1/15/1T 4:00:00 +10:00
,,1/15/17 4:15:00 PM, 4:15:00 PM,0.4,1/15/1, 4:15:00 ,,1/15/1T 4:15:00 +10:00
,,1/15/17 4:30:00 PM, 4:30:00 PM,9.5,1/15/1, 4:30:00 ,,1/15/1T 4:30:00 +10:00
,,1/15/17 4:45:00 PM, 4:45:00 PM,9.7,1/15/1, 4:45:00 ,,1/15/1T 4:45:00 +10:00
,,1/15/17 5:00:00 PM, 5:00:00 PM,0,1/15/1, 5:00:00 ,,1/15/1T 5:00:00 +10:00
,,1/15/17 5:15:00 PM, 5:15:00 PM,9.8,1/15/1, 5:15:00 ,,1/15/1T 5:15:00 +10:00
,,1/15/17 5:30:00 PM, 5:30:00 PM,9.6,1/15/1, 5:30:00 ,,1/15/1T 5:30:00 +10:00
,,1/15/17 5:45:00 PM, 5:45:00 PM,0.1,1/15/1, 5:45:00 ,,1/15/1T 5:45:00 +10:00
,,1/15/17 6:00:00 PM, 6:00:00 PM,0.7,1/15/1, 6:00:00 ,,1/15/1T 6:00:00 +10:00
,,1/15/17 6:15:00 PM, 6:15:00 PM,9.6,1/15/1, 6:15:00 ,,1/15/1T 6:15:00 +10:00
,,1/15/17 6:30:00 PM, 6:30:00 PM,9.4,1/15/1, 6:30:00 ,,1/15/1T 6:30:00 +10:00
,,1/15/17 6:45:00 PM, 6:45:00 PM,9.6,1/15/1, 6:45:00 ,,1/15/1T 6:45:00 +10:00
,,1/15/17 7:00:00 PM, 7:00:00 PM,0.2,1/15/1, 7:00:00 ,,1/15/1T 7:00:00 +10:00
,,1/15/17 7:15:00 PM, 7:15:00 PM,9.5,1/15/1, 7:15:00 ,,1/15/1T 7:15:00 +10:00
,,1/15/17 7:30:00 PM, 7:30:00 PM,9.5,1/15/1, 7:30:00 ,,1/15/1T 7:30:00 +10:00
,,1/15/17 7:45:00 PM, 7:45:00 PM,9.4,1/15/1, 7:45:00 ,,1/15/1T 7:45:00 +10:00
,,1/15/17 8:00:00 PM, 8:00:00 PM,9.5,1/15/1, 8:00:00 ,,1/15/1T 8:00:00 +10:00
,,1/15/17 8:15:00 PM, 8:15:00 PM,9.2,1/15/1, 8:15:00 ,,1/15/1T 8:15:00 +10:00
,,1/15/17 8:30:00 PM, 8:30:00 PM,9.4,1/15/1, 8:30:00 ,,1/15/1T 8:30:00 +10:00
,,1/15/17 8:45:00 PM, 8:45:00 PM,0.3,1/15/1, 8:45:00 ,,1/15/1T 8:45:00 +10:00
,,1/15/17 9:00:00 PM, 9:00:00 PM,0.3,1/15/1, 9:00:00 ,,1/15/1T 9:00:00 +10:00
,,1/15/17 9:15:00 PM, 9:15:00 PM,0.9,1/15/1, 9:15:00 ,,1/15/1T 9:15:00 +10:00
,,1/15/17 9:30:00 PM, 9:30:00 PM,9.6,1/15/1, 9:30:00 ,,1/15/1T 9:30:00 +10:00
,,1/15/17 9:45:00 PM, 9:45:00 PM,9.7,1/15/1, 9:45:00 ,,1/15/1T 9:45:00 +10:00
,,1/15/17 10:00:00 P, 10:00:00 P,9.5,1/15/1, 10:00:00 ,,1/15/1T 10:00:00 +10:00
,,1/15/17 10:15:00 P, 10:15:00 P,8.8,1/15/1, 10:15:00 ,,1/15/1T 10:15:00 +10:00
,,1/15/17 10:30:00 P, 10:30:00 P,8.8,1/15/1, 10:30:00 ,,1/15/1T 10:30:00 +10:00
,,1/15/17 10:45:00 P, 10:45:00 P,9.2,1/15/1, 10:45:00 ,,1/15/1T 10:45:00 +10:00
,,1/15/17 11:00:00 P, 11:00:00 P,9.1,1/15/1, 11:00:00 ,,1/15/1T 11:00:00 +10:00
,,1/15/17 11:15:00 P, 11:15:00 P,8.8,1/15/1, 11:15:00 ,,1/15/1T 11:15:00 +10:00
,,1/15/17 11:30:00 P, 11:30:00 P,8.7,1/15/1, 11:30:00 ,,1/15/1T 11:30:00 +10:00
,,1/15/17 11:45:00 P, 11:45:00 P,8.8,1/15/1, 11:45:00 ,,1/15/1T 11:45:00 +10:00
,,1/16/17 12:00:00 A, 12:00:00 A,9.3,1/16/1, 12:00:00 ,,1/16/1T 12:00:00 +10:00
,,1/16/17 12:15:00 A, 12:15:00 A,8.9,1/16/1, 12:15:00 ,,1/16/1T 12:15:00 +10:00
,,1/16/17 12:30:00 A, 12:30:00 A,9,1/16/1, 12:30:00 ,,1/16/1T 12:30:00 +10:00
,,1/16/17 12:45:00 A, 12:45:00 A,8.5,1/16/1, 12:45:00 ,,1/16/1T 12:45:00 +10:00
,,1/16/17 1:00:00 AM, 1:00:00 AM,8.7,1/16/1, 1:00:00 ,,1/16/1T 1:00:00 +10:00
,,1/16/17 1:15:00 AM, 1:15:00 AM,8.8,1/16/1, 1:15:00 ,,1/16/1T 1:15:00 +10:00
,,1/16/17 1:30:00 AM, 1:30:00 AM,9.1,1/16/1, 1:30:00 ,,1/16/1T 1:30:00 +10:00
,,1/16/17 1:45:00 AM, 1:45:00 AM,8.6,1/16/1, 1:45:00 ,,1/16/1T 1:45:00 +10:00
,,1/16/17 2:00:00 AM, 2:00:00 AM,8.6,1/16/1, 2:00:00 ,,1/16/1T 2:00:00 +10:00
,,1/16/17 2:15:00 AM, 2:15:00 AM,8.8,1/16/1, 2:15:00 ,,1/16/1T 2:15:00 +10:00
,,1/16/17 2:30:00 AM, 2:30:00 AM,9.3,1/16/1, 2:30:00 ,,1/16/1T 2:30:00 +10:00
,,1/16/17 2:45:00 AM, 2:45:00 AM,9.1,1/16/1, 2:45:00 ,,1/16/1T 2:45:00 +10:00
,,1/16/17 3:00:00 AM, 3:00:00 AM,9.3,1/16/1, 3:00:00 ,,1/16/1T 3:00:00 +10:00
,,1/16/17 3:15:00 AM, 3:15:00 AM,9.8,1/16/1, 3:15:00 ,,1/16/1T 3:15:00 +10:00
,,1/16/17 3:30:00 AM, 3:30:00 AM,9,1/16/1, 3:30:00 ,,1/16/1T 3:30:00 +10:00
,,1/16/17 3:45:00 AM, 3:45:00 AM,8.6,1/16/1, 3:45:00 ,,1/16/1T 3:45:00 +10:00
,,1/16/17 4:00:00 AM, 4:00:00 AM,8.4,1/16/1, 4:00:00 ,,1/16/1T 4:00:00 +10:00
,,1/16/17 4:15:00 AM, 4:15:00 AM,9.3,1/16/1, 4:15:00 ,,1/16/1T 4:15:00 +10:00
,,1/16/17 4:30:00 AM, 4:30:00 AM,8.9,1/16/1, 4:30:00 ,,1/16/1T 4:30:00 +10:00
,,1/16/17 4:45:00 AM, 4:45:00 AM,8.9,1/16/1, 4:45:00 ,,1/16/1T 4:45:00 +10:00
,,1/16/17 5:00:00 AM, 5:00:00 AM,8.4,1/16/1, 5:00:00 ,,1/16/1T 5:00:00 +10:00
,,1/16/17 5:15:00 AM, 5:15:00 AM,9.9,1/16/1, 5:15:00 ,,1/16/1T 5:15:00 +10:00
,,1/16/17 5:30:00 AM, 5:30:00 AM,8.7,1/16/1, 5:30:00 ,,1/16/1T 5:30:00 +10:00
,,1/16/17 5:45:00 AM, 5:45:00 AM,8.4,1/16/1, 5:45:00 ,,1/16/1T 5:45:00 +10:00
,,1/16/17 6:00:00 AM, 6:00:00 AM,8.4,1/16/1, 6:00:00 ,,1/16/1T 6:00:00 +10:00
,,1/16/17 6:15:00 AM, 6:15:00 AM,9.5,1/16/1, 6:15:00 ,,1/16/1T 6:15:00 +10:00
,,1/16/17 6:30:00 AM, 6:30:00 AM,9.3,1/16/1, 6:30:00 ,,1/16/1T 6:30:00 +10:00
,,1/16/17 6:45:00 AM, 6:45:00 AM,9.6,1/16/1, 6:45:00 ,,1/16/1T 6:45:00 +10:00
,,1/16/17 7:00:00 AM, 7:00:00 AM,0.7,1/16/1, 7:00:00 ,,1/16/1T 7:00:00 +10:00
,,1/16/17 7:15:00 AM, 7:15:00 AM,3.9,1/16/1, 7:15:00 ,,1/16/1T 7:15:00 +10:00
,,1/16/17 7:30:00 AM, 7:30:00 AM,5.7,1/16/1, 7:30:00 ,,1/16/1T 7:30:00 +10:00
,,1/16/17 7:45:00 AM, 7:45:00 AM,7.4,1/16/1, 7:45:00 ,,1/16/1T 7:45:00 +10:00
,,1/16/17 8:00:00 AM, 8:00:00 AM,8.5,1/16/1, 8:00:00 ,,1/16/1T 8:00:00 +10:00
,,1/16/17 8:15:00 AM, 8:15:00 AM,8.2,1/16/1, 8:15:00 ,,1/16/1T 8:15:00 +10:00
,,1/16/17 8:30:00 AM, 8:30:00 AM,0,1/16/1, 8:30:00 ,,1/16/1T 8:30:00 +10:00
,,1/16/17 8:45:00 AM, 8:45:00 AM,0,1/16/1, 8:45:00 ,,1/16/1T 8:45:00 +10:00
,,1/16/17 9:00:00 AM, 9:00:00 AM,0.5,1/16/1, 9:00:00 ,,1/16/1T 9:00:00 +10:00
,,1/16/17 9:15:00 AM, 9:15:00 AM,0.3,1/16/1, 9:15:00 ,,1/16/1T 9:15:00 +10:00
,,1/16/17 9:30:00 AM, 9:30:00 AM,0.7,1/16/1, 9:30:00 ,,1/16/1T 9:30:00 +10:00
,,1/16/17 9:45:00 AM, 9:45:00 AM,1,1/16/1, 9:45:00 ,,1/16/1T 9:45:00 +10:00
,,1/16/17 10:00:00 A, 10:00:00 A,1.3,1/16/1, 10:00:00 ,,1/16/1T 10:00:00 +10:00
,,1/16/17 10:15:00 A, 10:15:00 A,0.9,1/16/1, 10:15:00 ,,1/16/1T 10:15:00 +10:00
,,1/16/17 10:30:00 A, 10:30:00 A,0.8,1/16/1, 10:30:00 ,,1/16/1T 10:30:00 +10:00
,,1/16/17 10:45:00 A, 10:45:00 A,1.1,1/16/1, 10:45:00 ,,1/16/1T 10:45:00 +10:00
,,1/16/17 11:00:00 A, 11:00:00 A,1.3,1/16/1, 11:00:00 ,,1/16/1T 11:00:00 +10:00
,,1/16/17 11:15:00 A, 11:15:00 A,0.6,1/16/1, 11:15:00 ,,1/16/1T 11:15:00 +10:00
,,1/16/17 11:30:00 A, 11:30:00 A,0.7,1/16/1, 11:30:00 ,,1/16/1T 11:30:00 +10:00
,,1/16/17 11:45:00 A, 11:45:00 A,1.4,1/16/1, 11:45:00 ,,1/16/1T 11:45:00 +10:00
,,1/16/17 12:00:00 P, 12:00:00 P,1,1/16/1, 12:00:00 ,,1/16/1T 12:00:00 +10:00
,,1/16/17 12:15:00 P, 12:15:00 P,0.4,1/16/1, 12:15:00 ,,1/16/1T 12:15:00 +10:00
,,1/16/17 12:30:00 P, 12:30:00 P,0.4,1/16/1, 12:30:00 ,,1/16/1T 12:30:00 +10:00
,,1/16/17 12:45:00 P, 12:45:00 P,1.2,1/16/1, 12:45:00 ,,1/16/1T 12:45:00 +10:00
,,1/16/17 1:00:00 PM, 1:00:00 PM,1,1/16/1, 1:00:00 ,,1/16/1T 1:00:00 +10:00
,,1/16/17 1:15:00 PM, 1:15:00 PM,0.6,1/16/1, 1:15:00 ,,1/16/1T 1:15:00 +10:00
,,1/16/17 1:30:00 PM, 1:30:00 PM,0.7,1/16/1, 1:30:00 ,,1/16/1T 1:30:00 +10:00
,,1/16/17 1:45:00 PM, 1:45:00 PM,1.5,1/16/1, 1:45:00 ,,1/16/1T 1:45:00 +10:00
,,1/16/17 2:00:00 PM, 2:00:00 PM,1,1/16/1, 2:00:00 ,,1/16/1T 2:00:00 +10:00
,,1/16/17 2:15:00 PM, 2:15:00 PM,0.6,1/16/1, 2:15:00 ,,1/16/1T 2:15:00 +10:00
,,1/16/17 2:30:00 PM, 2:30:00 PM,0.1,1/16/1, 2:30:00 ,,1/16/1T 2:30:00 +10:00
,,1/16/17 2:45:00 PM, 2:45:00 PM,1.2,1/16/1, 2:45:00 ,,1/16/1T 2:45:00 +10:00
