Year 2017
Date/time;DD015 (Civil Engineering)-Mains.Active energy (106504.8 kWh)
1/1/17 12:00:00 AM;14.7
1/1/17 1:00:00 AM;14.3
1/1/17 2:00:00 AM;14.3
1/1/17 3:00:00 AM;15.7
1/1/17 4:00:00 AM;12.9
1/1/17 5:00:00 AM;12.3
1/1/17 6:00:00 AM;11.7
1/1/17 7:00:00 AM;11.4
1/1/17 8:00:00 AM;15.6
1/1/17 9:00:00 AM;17.6
1/1/17 10:00:00 AM;14.9
1/1/17 11:00:00 AM;14.1
1/1/17 12:00:00 PM;14.8
1/1/17 1:00:00 PM;15.4
1/1/17 2:00:00 PM;15.3
1/1/17 3:00:00 PM;14.6
1/1/17 4:00:00 PM;14.1
1/1/17 5:00:00 PM;13.5
1/1/17 6:00:00 PM;13.5
1/1/17 7:00:00 PM;13.9
1/1/17 8:00:00 PM;14.2
1/1/17 9:00:00 PM;14.3
1/1/17 10:00:00 PM;14.6
1/1/17 11:00:00 PM;14.0
1/2/17 12:00:00 AM;15.0
1/2/17 1:00:00 AM;13.9
1/2/17 2:00:00 AM;12.2
1/2/17 3:00:00 AM;13.4
1/2/17 4:00:00 AM;12.2
1/2/17 5:00:00 AM;12.4
1/2/17 6:00:00 AM;11.1
1/2/17 7:00:00 AM;11.7
1/2/17 8:00:00 AM;11.5
1/2/17 9:00:00 AM;13.3
1/2/17 10:00:00 AM;18.6
1/2/17 11:00:00 AM;17.4
1/2/17 12:00:00 PM;15.0
1/2/17 1:00:00 PM;15.2
1/2/17 2:00:00 PM;16.4
1/2/17 3:00:00 PM;16.9
1/2/17 4:00:00 PM;17.0
1/2/17 5:00:00 PM;13.2
1/2/17 6:00:00 PM;13.1
1/2/17 7:00:00 PM;13.6
1/2/17 8:00:00 PM;12.4
1/2/17 9:00:00 PM;12.7
1/2/17 10:00:00 PM;12.8
1/2/17 11:00:00 PM;12.2
1/3/17 12:00:00 AM;13.1
1/3/17 1:00:00 AM;12.6
1/3/17 2:00:00 AM;12.2
1/3/17 3:00:00 AM;12.1
1/3/17 4:00:00 AM;11.8
1/3/17 5:00:00 AM;12.6
1/3/17 6:00:00 AM;31.0
1/3/17 7:00:00 AM;30.9
1/3/17 8:00:00 AM;34.2
1/3/17 9:00:00 AM;34.5
1/3/17 10:00:00 AM;34.7
1/3/17 11:00:00 AM;35.3
1/3/17 12:00:00 PM;35.4
1/3/17 1:00:00 PM;34.8
1/3/17 2:00:00 PM;36.3
1/3/17 3:00:00 PM;36.2
1/3/17 4:00:00 PM;33.1
1/3/17 5:00:00 PM;31.9
1/3/17 6:00:00 PM;16.1
1/3/17 7:00:00 PM;15.5
1/3/17 8:00:00 PM;16.0
1/3/17 9:00:00 PM;15.6
1/3/17 10:00:00 PM;15.9
1/3/17 11:00:00 PM;15.4
1/4/17 12:00:00 AM;15.6
1/4/17 1:00:00 AM;15.3
1/4/17 2:00:00 AM;13.4
1/4/17 3:00:00 AM;13.4
1/4/17 4:00:00 AM;13.7
1/4/17 5:00:00 AM;13.7
1/4/17 6:00:00 AM;31.6
1/4/17 7:00:00 AM;31.7
1/4/17 8:00:00 AM;35.8
1/4/17 9:00:00 AM;37.9
1/4/17 10:00:00 AM;39.4
1/4/17 11:00:00 AM;39.4
1/4/17 12:00:00 PM;38.8
1/4/17 1:00:00 PM;37.4
1/4/17 2:00:00 PM;36.9
1/4/17 3:00:00 PM;34.8
1/4/17 4:00:00 PM;33.6
1/4/17 5:00:00 PM;34.3
1/4/17 6:00:00 PM;16.9
1/4/17 7:00:00 PM;17.4
1/4/17 8:00:00 PM;15.9
1/4/17 9:00:00 PM;14.3
1/4/17 10:00:00 PM;14.1
1/4/17 11:00:00 PM;14.0
1/5/17 12:00:00 AM;14.3
1/5/17 1:00:00 AM;14.2
1/5/17 2:00:00 AM;14.3
1/5/17 3:00:00 AM;14.1
1/5/17 4:00:00 AM;14.4
1/5/17 5:00:00 AM;14.1
1/5/17 6:00:00 AM;32.2
1/5/17 7:00:00 AM;32.0
1/5/17 8:00:00 AM;35.8
1/5/17 9:00:00 AM;36.0
1/5/17 10:00:00 AM;37.0
1/5/17 11:00:00 AM;34.6
1/5/17 12:00:00 PM;35.0
1/5/17 1:00:00 PM;36.0
1/5/17 2:00:00 PM;36.6
1/5/17 3:00:00 PM;35.7
1/5/17 4:00:00 PM;35.0
1/5/17 5:00:00 PM;33.5
