Year 2017
Date/time;DB039 (Medical School)-Mains.Active energy (332285.6 kWh)
1/1/17 12:00:00 AM;41.1
1/1/17 1:00:00 AM;40.8
1/1/17 2:00:00 AM;40.0
1/1/17 3:00:00 AM;40.4
1/1/17 4:00:00 AM;40.2
1/1/17 5:00:00 AM;40.4
1/1/17 6:00:00 AM;41.4
1/1/17 7:00:00 AM;53.3
1/1/17 8:00:00 AM;52.1
1/1/17 9:00:00 AM;49.4
1/1/17 10:00:00 AM;54.0
1/1/17 11:00:00 AM;52.1
1/1/17 12:00:00 PM;52.8
1/1/17 1:00:00 PM;52.4
1/1/17 2:00:00 PM;52.3
1/1/17 3:00:00 PM;53.9
1/1/17 4:00:00 PM;53.9
1/1/17 5:00:00 PM;48.9
1/1/17 6:00:00 PM;51.2
1/1/17 7:00:00 PM;52.9
1/1/17 8:00:00 PM;52.1
1/1/17 9:00:00 PM;45.8
1/1/17 10:00:00 PM;46.4
1/1/17 11:00:00 PM;48.0
1/2/17 12:00:00 AM;47.7
1/2/17 1:00:00 AM;46.0
1/2/17 2:00:00 AM;45.8
1/2/17 3:00:00 AM;45.9
1/2/17 4:00:00 AM;49.0
1/2/17 5:00:00 AM;51.5
1/2/17 6:00:00 AM;52.2
1/2/17 7:00:00 AM;58.9
1/2/17 8:00:00 AM;53.5
1/2/17 9:00:00 AM;53.4
1/2/17 10:00:00 AM;54.4
1/2/17 11:00:00 AM;54.9
1/2/17 12:00:00 PM;59.6
1/2/17 1:00:00 PM;57.5
1/2/17 2:00:00 PM;53.8
1/2/17 3:00:00 PM;54.8
1/2/17 4:00:00 PM;55.3
1/2/17 5:00:00 PM;47.0
1/2/17 6:00:00 PM;42.6
1/2/17 7:00:00 PM;46.2
1/2/17 8:00:00 PM;46.0
1/2/17 9:00:00 PM;46.9
1/2/17 10:00:00 PM;46.8
1/2/17 11:00:00 PM;46.8
1/3/17 12:00:00 AM;44.2
1/3/17 1:00:00 AM;40.2
1/3/17 2:00:00 AM;40.0
1/3/17 3:00:00 AM;41.0
1/3/17 4:00:00 AM;46.8
1/3/17 5:00:00 AM;52.6
1/3/17 6:00:00 AM;79.2
1/3/17 7:00:00 AM;128.8
1/3/17 8:00:00 AM;128.7
1/3/17 9:00:00 AM;131.5
1/3/17 10:00:00 AM;133.3
1/3/17 11:00:00 AM;137.9
