Year 2017
Date/time;018 (Library)-Mains.Active energy (481383.2 kWh)
1/1/17 12:00:00 AM;36.2
1/1/17 1:00:00 AM;36.3
1/1/17 2:00:00 AM;35.9
1/1/17 3:00:00 AM;37.9
1/1/17 4:00:00 AM;36.6
1/1/17 5:00:00 AM;35.8
1/1/17 6:00:00 AM;35.5
1/1/17 7:00:00 AM;35.7
1/1/17 8:00:00 AM;37.0
1/1/17 9:00:00 AM;37.0
1/1/17 10:00:00 AM;35.9
1/1/17 11:00:00 AM;36.8
1/1/17 12:00:00 PM;35.9
1/1/17 1:00:00 PM;36.1
1/1/17 2:00:00 PM;36.6
1/1/17 3:00:00 PM;36.6
1/1/17 4:00:00 PM;36.4
1/1/17 5:00:00 PM;35.9
1/1/17 6:00:00 PM;35.8
1/1/17 7:00:00 PM;38.4
1/1/17 8:00:00 PM;36.5
1/1/17 9:00:00 PM;37.9
1/1/17 10:00:00 PM;36.2
1/1/17 11:00:00 PM;36.9
1/2/17 12:00:00 AM;37.1
1/2/17 1:00:00 AM;36.4
1/2/17 2:00:00 AM;36.4
1/2/17 3:00:00 AM;35.7
1/2/17 4:00:00 AM;36.3
1/2/17 5:00:00 AM;35.5
1/2/17 6:00:00 AM;44.6
1/2/17 7:00:00 AM;53.6
1/2/17 8:00:00 AM;52.8
1/2/17 9:00:00 AM;51.8
1/2/17 10:00:00 AM;51.2
1/2/17 11:00:00 AM;51.6
1/2/17 12:00:00 PM;52.9
1/2/17 1:00:00 PM;86.0
1/2/17 2:00:00 PM;59.5
1/2/17 3:00:00 PM;49.2
1/2/17 4:00:00 PM;49.0
1/2/17 5:00:00 PM;49.7
1/2/17 6:00:00 PM;43.6
1/2/17 7:00:00 PM;39.0
1/2/17 8:00:00 PM;36.4
1/2/17 9:00:00 PM;36.8
1/2/17 10:00:00 PM;37.2
1/2/17 11:00:00 PM;36.6
1/3/17 12:00:00 AM;37.2
1/3/17 1:00:00 AM;36.4
1/3/17 2:00:00 AM;35.6
1/3/17 3:00:00 AM;37.0
1/3/17 4:00:00 AM;34.7
1/3/17 5:00:00 AM;36.8
1/3/17 6:00:00 AM;112.6
1/3/17 7:00:00 AM;164.6
1/3/17 8:00:00 AM;169.8
1/3/17 9:00:00 AM;171.8
1/3/17 10:00:00 AM;173.9
1/3/17 11:00:00 AM;173.5
