wkt_geom,OBJECTID,GID,BLD_TYPE,BLD_FLOORS,GEOM_AREA,COMMENTS,TAG_X,TAG_Y,TAG_VALUE,TAG_SIZE,TAG_ANGLE,TAG_JUST,BLD_HEIGHT,BLD_NAME,BLD_NUM,BLD_LEVEL,BLDG_NUM,DATE_BUILT,STOREY_HEI,ACCESIBLE_,BLD_CLASS,BLD_ALIAS,BLD_STATE,BLD_WF_DES,CAMPUS,NEXUS,BLD_GFA,BLD_UFA,ANN_REP,KEYWORDS,PRECINCT,ACM,URL,DFROM,DTO,CONF_SPACE,CONF_DESC,LINEAGE_DA,LINEAGE_PA,DATE_DEMOL,FIRE_PANEL,FIRE_SPRIN,FIRE_SERVI,TOOLTIP,Shape_Leng,Shape_Area,,,,,,
"Polygon ((146.75737520100005895 -19.32716624799996907, 146.75745124800005215 -19.32719468999994206, 146.75742993600010777 -19.32724604099996668, 146.75736728500010031 -19.32739955299996382, 146.75717296200002693 -19.32732612199993127, 146.75722549400006756 -19.32720409199993128, 146.75727767900002618 -19.32722434099997599, 146.7572914000000992 -19.32719246899995369, 146.75735201200006941 -19.32721420699994042, 146.75737520100005895 -19.32716624799996907))",124,1799,GENERAL,3,430.09851,INSERTED BY JCU,146.7573167,-19.32728074,5,0.999992419,6.283184452,MC,0,Central Lecture Theatre,5,,,,3,-,,5,EXISTING,,TSV,,411,292,T,"cental lecture theatre, clt, lecture theater, central theatre, theatres and auditoriums",UNICENTRAL,T,,,,No,,7/10/15,1799,,9,0,T,concat('<html><body><style>h4 {,font-family: arial;,font-size:7pt;,background-color: orange;,text-align: center;,padding:1px;} p {,f????RESIDENTIAL,0.000851524,3.70E-08
