wkt_geom,OBJECTID,GID,BLD_TYPE,BLD_FLOORS,GEOM_AREA,COMMENTS,TAG_X,TAG_Y,TAG_VALUE,TAG_SIZE,TAG_ANGLE,TAG_JUST,BLD_HEIGHT,BLD_NAME,BLD_NUM,BLD_LEVEL,BLDG_NUM,DATE_BUILT,STOREY_HEI,ACCESIBLE_,BLD_CLASS,BLD_ALIAS,BLD_STATE,BLD_WF_DES,CAMPUS,NEXUS,BLD_GFA,BLD_UFA,ANN_REP,KEYWORDS,PRECINCT,ACM,URL,DFROM,DTO,CONF_SPACE,CONF_DESC,LINEAGE_DA,LINEAGE_PA,DATE_DEMOL,FIRE_PANEL,FIRE_SPRIN,FIRE_SERVI,TOOLTIP,Shape_Leng,Shape_Area
"Polygon ((145.6866187450000325 -16.81633321299995032, 145.68663593600001604 -16.81633489499995449, 145.68663010500006294 -16.81639019099998222, 145.68661324100003185 -16.81638854099998071, 145.68660979100002351 -16.81642125799993437, 145.68660304100001213 -16.81648526899994067, 145.68629234600007294 -16.81645487699995556, 145.68629753500010793 -16.81640566799995895, 145.68630252700006622 -16.81635832399996389, 145.68628866500012009 -16.81635696799997959, 145.68629369400002815 -16.81630927499998052, 145.6863075570000774 -16.81631063099996481, 145.68631030200003806 -16.81628460099994982, 145.68631512700005715 -16.81623884499992982, 145.68629742200005239 -16.81623711299994284, 145.68629779200011853 -16.81623360599996886, 145.68664389500008838 -16.81626746199992795, 145.68664352500002224 -16.81627096899995877, 145.6866258210001206 -16.81626923699997178, 145.6866187450000325 -16.81633321299995032))",15,1828,,0,832.9883627,INSERTED BY JCU,360036.8145,8140295.757,E4,0.999992694,6.283183481,MC,0,Queensland Tropical Health Alliance,E004,,,,0,,,E004,EXISTING,,CNS,,0,0,T,,PRECINCTE,,,,,Yes,Lift Shafts,16/12/14,1828,,0,0,,,0.001199102,7.06E-08
