Year 2017
Date/time;CA002-Mains.Active energy (110602.3 kWh)
1/1/17 12:00:00 AM;21.4
1/1/17 1:00:00 AM;23.1
1/1/17 2:00:00 AM;23.5
1/1/17 3:00:00 AM;22.7
1/1/17 4:00:00 AM;25.3
1/1/17 5:00:00 AM;25.7
1/1/17 6:00:00 AM;19.5
1/1/17 7:00:00 AM;17.7
1/1/17 8:00:00 AM;18.8
1/1/17 9:00:00 AM;18.2
1/1/17 10:00:00 AM;18.6
1/1/17 11:00:00 AM;20.4
1/1/17 12:00:00 PM;18.6
1/1/17 1:00:00 PM;18.6
1/1/17 2:00:00 PM;18.8
1/1/17 3:00:00 PM;19.2
1/1/17 4:00:00 PM;18.3
1/1/17 5:00:00 PM;18.7
1/1/17 6:00:00 PM;22.5
1/1/17 7:00:00 PM;23.0
1/1/17 8:00:00 PM;23.1
1/1/17 9:00:00 PM;22.8
1/1/17 10:00:00 PM;23.1
1/1/17 11:00:00 PM;21.4
1/2/17 12:00:00 AM;20.9
1/2/17 1:00:00 AM;22.1
1/2/17 2:00:00 AM;22.2
1/2/17 3:00:00 AM;23.6
1/2/17 4:00:00 AM;24.7
1/2/17 5:00:00 AM;23.3
1/2/17 6:00:00 AM;21.7
1/2/17 7:00:00 AM;30.7
1/2/17 8:00:00 AM;31.3
1/2/17 9:00:00 AM;31.9
1/2/17 10:00:00 AM;31.5
1/2/17 11:00:00 AM;32.1
1/2/17 12:00:00 PM;31.5
1/2/17 1:00:00 PM;32.9
1/2/17 2:00:00 PM;32.1
1/2/17 3:00:00 PM;31.3
1/2/17 4:00:00 PM;30.7
1/2/17 5:00:00 PM;30.5
1/2/17 6:00:00 PM;22.9
1/2/17 7:00:00 PM;22.0
1/2/17 8:00:00 PM;23.3
1/2/17 9:00:00 PM;23.2
1/2/17 10:00:00 PM;24.8
1/2/17 11:00:00 PM;24.4
1/3/17 12:00:00 AM;21.8
1/3/17 1:00:00 AM;22.5
1/3/17 2:00:00 AM;21.5
1/3/17 3:00:00 AM;23.2
1/3/17 4:00:00 AM;25.7
1/3/17 5:00:00 AM;26.6
1/3/17 6:00:00 AM;22.9
1/3/17 7:00:00 AM;36.2
1/3/17 8:00:00 AM;46.1
1/3/17 9:00:00 AM;51.2
1/3/17 10:00:00 AM;51.7
1/3/17 11:00:00 AM;52.6
1/3/17 12:00:00 PM;50.8
1/3/17 1:00:00 PM;50.0
1/3/17 2:00:00 PM;53.0
1/3/17 3:00:00 PM;49.9
1/3/17 4:00:00 PM;47.6
1/3/17 5:00:00 PM;44.2
1/3/17 6:00:00 PM;36.0
1/3/17 7:00:00 PM;36.3
1/3/17 8:00:00 PM;37.5
1/3/17 9:00:00 PM;34.4
1/3/17 10:00:00 PM;33.5
