Year 2017
Date/time;CD001-Mains.Active energy (184099.6 kWh)
1/1/17 12:00:00 AM;22.4
1/1/17 1:00:00 AM;21.9
1/1/17 2:00:00 AM;22.2
1/1/17 3:00:00 AM;21.9
1/1/17 4:00:00 AM;22.3
1/1/17 5:00:00 AM;22.7
1/1/17 6:00:00 AM;22.2
1/1/17 7:00:00 AM;22.8
1/1/17 8:00:00 AM;22.9
1/1/17 9:00:00 AM;23.2
1/1/17 10:00:00 AM;24.2
1/1/17 11:00:00 AM;25.3
1/1/17 12:00:00 PM;24.2
1/1/17 1:00:00 PM;23.1
1/1/17 2:00:00 PM;27.1
1/1/17 3:00:00 PM;38.8
1/1/17 4:00:00 PM;35.7
1/1/17 5:00:00 PM;25.2
1/1/17 6:00:00 PM;23.3
1/1/17 7:00:00 PM;23.1
1/1/17 8:00:00 PM;23.9
1/1/17 9:00:00 PM;24.4
1/1/17 10:00:00 PM;25.1
1/1/17 11:00:00 PM;24.6
1/2/17 12:00:00 AM;24.4
1/2/17 1:00:00 AM;24.5
1/2/17 2:00:00 AM;24.6
1/2/17 3:00:00 AM;24.0
1/2/17 4:00:00 AM;24.0
1/2/17 5:00:00 AM;24.4
1/2/17 6:00:00 AM;30.0
1/2/17 7:00:00 AM;41.6
1/2/17 8:00:00 AM;64.9
1/2/17 9:00:00 AM;65.3
1/2/17 10:00:00 AM;63.2
1/2/17 11:00:00 AM;62.0
1/2/17 12:00:00 PM;60.3
1/2/17 1:00:00 PM;59.7
1/2/17 2:00:00 PM;58.0
1/2/17 3:00:00 PM;57.0
1/2/17 4:00:00 PM;54.9
1/2/17 5:00:00 PM;50.5
1/2/17 6:00:00 PM;27.4
1/2/17 7:00:00 PM;25.5
1/2/17 8:00:00 PM;24.2
1/2/17 9:00:00 PM;23.3
1/2/17 10:00:00 PM;23.3
1/2/17 11:00:00 PM;22.9
1/3/17 12:00:00 AM;22.9
1/3/17 1:00:00 AM;23.3
1/3/17 2:00:00 AM;23.2
1/3/17 3:00:00 AM;23.0
1/3/17 4:00:00 AM;22.8
1/3/17 5:00:00 AM;22.4
1/3/17 6:00:00 AM;29.2
1/3/17 7:00:00 AM;41.4
1/3/17 8:00:00 AM;64.5
1/3/17 9:00:00 AM;59.5
1/3/17 10:00:00 AM;58.6
1/3/17 11:00:00 AM;55.6
1/3/17 12:00:00 PM;56.7
1/3/17 1:00:00 PM;62.0
1/3/17 2:00:00 PM;56.8
1/3/17 3:00:00 PM;55.2
1/3/17 4:00:00 PM;52.3
1/3/17 5:00:00 PM;50.7
1/3/17 6:00:00 PM;28.6
1/3/17 7:00:00 PM;26.0
1/3/17 8:00:00 PM;25.5
1/3/17 9:00:00 PM;26.0
1/3/17 10:00:00 PM;25.4
1/3/17 11:00:00 PM;25.9
1/4/17 12:00:00 AM;26.0
1/4/17 1:00:00 AM;25.3
1/4/17 2:00:00 AM;25.3
1/4/17 3:00:00 AM;25.8
1/4/17 4:00:00 AM;25.3
1/4/17 5:00:00 AM;25.2
1/4/17 6:00:00 AM;31.9
1/4/17 7:00:00 AM;44.2
1/4/17 8:00:00 AM;68.8
1/4/17 9:00:00 AM;65.1
1/4/17 10:00:00 AM;63.3
1/4/17 11:00:00 AM;60.7
1/4/17 12:00:00 PM;59.9
1/4/17 1:00:00 PM;58.3
1/4/17 2:00:00 PM;58.8
1/4/17 3:00:00 PM;60.4
1/4/17 4:00:00 PM;56.2
1/4/17 5:00:00 PM;51.7
1/4/17 6:00:00 PM;29.3
1/4/17 7:00:00 PM;27.2
1/4/17 8:00:00 PM;27.4
1/4/17 9:00:00 PM;25.9
1/4/17 10:00:00 PM;24.7
1/4/17 11:00:00 PM;25.8
1/5/17 12:00:00 AM;25.1
1/5/17 1:00:00 AM;24.5
1/5/17 2:00:00 AM;25.3
1/5/17 3:00:00 AM;24.8
1/5/17 4:00:00 AM;25.1
1/5/17 5:00:00 AM;26.3
1/5/17 6:00:00 AM;31.0
1/5/17 7:00:00 AM;43.7
1/5/17 8:00:00 AM;67.8
1/5/17 9:00:00 AM;60.8
1/5/17 10:00:00 AM;57.0
1/5/17 11:00:00 AM;53.8
1/5/17 12:00:00 PM;52.0
1/5/17 1:00:00 PM;52.8
1/5/17 2:00:00 PM;54.4
1/5/17 3:00:00 PM;54.4
1/5/17 4:00:00 PM;52.0
1/5/17 5:00:00 PM;49.4
1/5/17 6:00:00 PM;27.8
1/5/17 7:00:00 PM;27.4
1/5/17 8:00:00 PM;26.2
1/5/17 9:00:00 PM;25.0
1/5/17 10:00:00 PM;26.7
1/5/17 11:00:00 PM;26.5
1/6/17 12:00:00 AM;26.0
1/6/17 1:00:00 AM;25.2
1/6/17 2:00:00 AM;24.7
1/6/17 3:00:00 AM;24.7
1/6/17 4:00:00 AM;25.1
1/6/17 5:00:00 AM;24.0
1/6/17 6:00:00 AM;29.6
1/6/17 7:00:00 AM;42.4
1/6/17 8:00:00 AM;66.9
1/6/17 9:00:00 AM;66.7
1/6/17 10:00:00 AM;64.6
1/6/17 11:00:00 AM;60.2
1/6/17 12:00:00 PM;55.6
1/6/17 1:00:00 PM;53.8
1/6/17 2:00:00 PM;53.0
1/6/17 3:00:00 PM;53.5
1/6/17 4:00:00 PM;59.1
1/6/17 5:00:00 PM;58.6
1/6/17 6:00:00 PM;28.9
1/6/17 7:00:00 PM;28.1
1/6/17 8:00:00 PM;27.7
1/6/17 9:00:00 PM;26.6
1/6/17 10:00:00 PM;25.8
1/6/17 11:00:00 PM;26.5
1/7/17 12:00:00 AM;26.1
1/7/17 1:00:00 AM;24.7
1/7/17 2:00:00 AM;24.6
1/7/17 3:00:00 AM;25.3
1/7/17 4:00:00 AM;24.5
1/7/17 5:00:00 AM;24.2
1/7/17 6:00:00 AM;25.0
1/7/17 7:00:00 AM;24.3
1/7/17 8:00:00 AM;24.3
1/7/17 9:00:00 AM;25.3
1/7/17 10:00:00 AM;26.2
1/7/17 11:00:00 AM;26.9
1/7/17 12:00:00 PM;26.6
1/7/17 1:00:00 PM;31.0
1/7/17 2:00:00 PM;43.5
1/7/17 3:00:00 PM;38.1
1/7/17 4:00:00 PM;25.4
1/7/17 5:00:00 PM;25.5
1/7/17 6:00:00 PM;33.2
1/7/17 7:00:00 PM;43.5
1/7/17 8:00:00 PM;35.3
1/7/17 9:00:00 PM;25.8
1/7/17 10:00:00 PM;25.5
1/7/17 11:00:00 PM;26.6
1/8/17 12:00:00 AM;26.5
1/8/17 1:00:00 AM;26.2
1/8/17 2:00:00 AM;26.9
1/8/17 3:00:00 AM;25.1
1/8/17 4:00:00 AM;25.1
1/8/17 5:00:00 AM;25.1
1/8/17 6:00:00 AM;24.8
1/8/17 7:00:00 AM;24.7
1/8/17 8:00:00 AM;25.4
1/8/17 9:00:00 AM;24.9
1/8/17 10:00:00 AM;25.0
1/8/17 11:00:00 AM;32.9
1/8/17 12:00:00 PM;42.0
1/8/17 1:00:00 PM;35.2
1/8/17 2:00:00 PM;27.2
1/8/17 3:00:00 PM;26.1
1/8/17 4:00:00 PM;25.8
1/8/17 5:00:00 PM;25.4
1/8/17 6:00:00 PM;25.5
1/8/17 7:00:00 PM;26.1
1/8/17 8:00:00 PM;25.6
1/8/17 9:00:00 PM;25.7
1/8/17 10:00:00 PM;25.4
1/8/17 11:00:00 PM;24.8
1/9/17 12:00:00 AM;25.1
1/9/17 1:00:00 AM;25.0
1/9/17 2:00:00 AM;24.5
1/9/17 3:00:00 AM;24.7
1/9/17 4:00:00 AM;25.0
1/9/17 5:00:00 AM;24.3
1/9/17 6:00:00 AM;31.5
1/9/17 7:00:00 AM;43.4
1/9/17 8:00:00 AM;70.1
1/9/17 9:00:00 AM;74.2
1/9/17 10:00:00 AM;70.3
1/9/17 11:00:00 AM;64.6
1/9/17 12:00:00 PM;65.0
1/9/17 1:00:00 PM;67.9
1/9/17 2:00:00 PM;69.0
1/9/17 3:00:00 PM;69.2
1/9/17 4:00:00 PM;63.0
1/9/17 5:00:00 PM;58.1
1/9/17 6:00:00 PM;30.0
1/9/17 7:00:00 PM;33.9
1/9/17 8:00:00 PM;41.9
1/9/17 9:00:00 PM;32.1
1/9/17 10:00:00 PM;27.8
1/9/17 11:00:00 PM;27.0
1/10/17 12:00:00 AM;26.8
1/10/17 1:00:00 AM;25.3
1/10/17 2:00:00 AM;25.7
1/10/17 3:00:00 AM;25.1
1/10/17 4:00:00 AM;24.9
1/10/17 5:00:00 AM;25.6
1/10/17 6:00:00 AM;31.1
1/10/17 7:00:00 AM;43.4
1/10/17 8:00:00 AM;73.2
1/10/17 9:00:00 AM;71.6
1/10/17 10:00:00 AM;65.3
1/10/17 11:00:00 AM;60.6
1/10/17 12:00:00 PM;58.6
1/10/17 1:00:00 PM;59.0
1/10/17 2:00:00 PM;61.1
1/10/17 3:00:00 PM;58.0
1/10/17 4:00:00 PM;58.2
1/10/17 5:00:00 PM;53.7
1/10/17 6:00:00 PM;28.9
1/10/17 7:00:00 PM;27.2
1/10/17 8:00:00 PM;26.8
1/10/17 9:00:00 PM;40.1
1/10/17 10:00:00 PM;37.4
