Year 2017
Date/time;CE001-Mains.Active energy (452331.1 kWh)
1/1/17 12:00:00 AM;95.0
1/1/17 1:00:00 AM;91.0
1/1/17 2:00:00 AM;91.5
1/1/17 3:00:00 AM;92.0
1/1/17 4:00:00 AM;90.9
1/1/17 5:00:00 AM;91.3
1/1/17 6:00:00 AM;90.5
1/1/17 7:00:00 AM;94.5
1/1/17 8:00:00 AM;105.7
1/1/17 9:00:00 AM;109.4
1/1/17 10:00:00 AM;116.3
1/1/17 11:00:00 AM;115.2
1/1/17 12:00:00 PM;106.6
1/1/17 1:00:00 PM;107.0
1/1/17 2:00:00 PM;105.3
1/1/17 3:00:00 PM;103.9
1/1/17 4:00:00 PM;102.6
1/1/17 5:00:00 PM;102.3
1/1/17 6:00:00 PM;100.0
1/1/17 7:00:00 PM;99.9
1/1/17 8:00:00 PM;99.2
1/1/17 9:00:00 PM;98.9
1/1/17 10:00:00 PM;99.3
1/1/17 11:00:00 PM;98.8
1/2/17 12:00:00 AM;99.2
1/2/17 1:00:00 AM;95.7
1/2/17 2:00:00 AM;95.9
1/2/17 3:00:00 AM;92.9
1/2/17 4:00:00 AM;92.9
1/2/17 5:00:00 AM;93.4
1/2/17 6:00:00 AM;95.5
1/2/17 7:00:00 AM;106.2
1/2/17 8:00:00 AM;121.5
1/2/17 9:00:00 AM;124.1
1/2/17 10:00:00 AM;121.9
1/2/17 11:00:00 AM;124.4
1/2/17 12:00:00 PM;124.2
1/2/17 1:00:00 PM;120.7
1/2/17 2:00:00 PM;123.9
1/2/17 3:00:00 PM;118.9
1/2/17 4:00:00 PM;118.6
1/2/17 5:00:00 PM;118.7
1/2/17 6:00:00 PM;100.1
1/2/17 7:00:00 PM;95.6
1/2/17 8:00:00 PM;90.8
1/2/17 9:00:00 PM;91.2
1/2/17 10:00:00 PM;91.5
1/2/17 11:00:00 PM;90.1
1/3/17 12:00:00 AM;91.9
1/3/17 1:00:00 AM;90.6
1/3/17 2:00:00 AM;90.3
1/3/17 3:00:00 AM;90.9
1/3/17 4:00:00 AM;90.5
1/3/17 5:00:00 AM;88.2
1/3/17 6:00:00 AM;90.9
1/3/17 7:00:00 AM;101.6
1/3/17 8:00:00 AM;119.9
1/3/17 9:00:00 AM;126.0
1/3/17 10:00:00 AM;144.0
1/3/17 11:00:00 AM;133.8
1/3/17 12:00:00 PM;134.9
1/3/17 1:00:00 PM;130.6
1/3/17 2:00:00 PM;133.4
1/3/17 3:00:00 PM;141.0
1/3/17 4:00:00 PM;146.1
1/3/17 5:00:00 PM;124.6
1/3/17 6:00:00 PM;103.1
1/3/17 7:00:00 PM;96.6
1/3/17 8:00:00 PM;96.0
1/3/17 9:00:00 PM;96.5
1/3/17 10:00:00 PM;94.3
1/3/17 11:00:00 PM;95.3
1/4/17 12:00:00 AM;96.4
1/4/17 1:00:00 AM;94.6
1/4/17 2:00:00 AM;93.8
1/4/17 3:00:00 AM;94.2
1/4/17 4:00:00 AM;91.3
