Year 2017
Date/time;CA001-Mains.Active energy (169007.8 kWh)
1/1/17 12:00:00 AM;22.7
1/1/17 1:00:00 AM;21.6
1/1/17 2:00:00 AM;21.9
1/1/17 3:00:00 AM;22.3
1/1/17 4:00:00 AM;22.4
1/1/17 5:00:00 AM;22.0
1/1/17 6:00:00 AM;13.8
1/1/17 7:00:00 AM;14.3
1/1/17 8:00:00 AM;13.7
1/1/17 9:00:00 AM;13.9
1/1/17 10:00:00 AM;13.7
1/1/17 11:00:00 AM;17.5
1/1/17 12:00:00 PM;20.6
1/1/17 1:00:00 PM;18.7
1/1/17 2:00:00 PM;17.6
1/1/17 3:00:00 PM;18.9
1/1/17 4:00:00 PM;21.3
1/1/17 5:00:00 PM;17.2
1/1/17 6:00:00 PM;22.0
1/1/17 7:00:00 PM;21.7
1/1/17 8:00:00 PM;22.1
1/1/17 9:00:00 PM;21.6
1/1/17 10:00:00 PM;21.9
1/1/17 11:00:00 PM;22.2
1/2/17 12:00:00 AM;22.6
1/2/17 1:00:00 AM;21.9
1/2/17 2:00:00 AM;22.3
1/2/17 3:00:00 AM;22.5
1/2/17 4:00:00 AM;22.3
1/2/17 5:00:00 AM;21.5
1/2/17 6:00:00 AM;15.8
1/2/17 7:00:00 AM;26.3
1/2/17 8:00:00 AM;39.6
1/2/17 9:00:00 AM;39.9
1/2/17 10:00:00 AM;40.5
1/2/17 11:00:00 AM;41.1
1/2/17 12:00:00 PM;40.8
1/2/17 1:00:00 PM;41.0
1/2/17 2:00:00 PM;40.5
1/2/17 3:00:00 PM;40.8
1/2/17 4:00:00 PM;41.2
1/2/17 5:00:00 PM;41.0
1/2/17 6:00:00 PM;24.4
1/2/17 7:00:00 PM;24.3
1/2/17 8:00:00 PM;22.6
1/2/17 9:00:00 PM;22.0
1/2/17 10:00:00 PM;21.5
1/2/17 11:00:00 PM;21.9
1/3/17 12:00:00 AM;22.2
1/3/17 1:00:00 AM;22.0
1/3/17 2:00:00 AM;21.9
1/3/17 3:00:00 AM;22.2
1/3/17 4:00:00 AM;22.2
1/3/17 5:00:00 AM;22.0
1/3/17 6:00:00 AM;17.9
1/3/17 7:00:00 AM;36.6
1/3/17 8:00:00 AM;59.1
1/3/17 9:00:00 AM;68.6
1/3/17 10:00:00 AM;69.5
1/3/17 11:00:00 AM;70.3
1/3/17 12:00:00 PM;71.2
1/3/17 1:00:00 PM;71.2
