Year 2017
Date/time;CB001-Mains.Active energy (491011.5 kWh)
1/1/17 12:00:00 AM;94.1
1/1/17 1:00:00 AM;93.8
1/1/17 2:00:00 AM;94.2
1/1/17 3:00:00 AM;95.3
1/1/17 4:00:00 AM;93.7
1/1/17 5:00:00 AM;93.2
1/1/17 6:00:00 AM;84.1
1/1/17 7:00:00 AM;82.9
1/1/17 8:00:00 AM;84.1
1/1/17 9:00:00 AM;87.3
1/1/17 10:00:00 AM;90.9
1/1/17 11:00:00 AM;91.2
1/1/17 12:00:00 PM;86.7
1/1/17 1:00:00 PM;85.7
1/1/17 2:00:00 PM;85.7
1/1/17 3:00:00 PM;85.7
1/1/17 4:00:00 PM;85.4
1/1/17 5:00:00 PM;85.3
1/1/17 6:00:00 PM;93.6
1/1/17 7:00:00 PM;94.6
1/1/17 8:00:00 PM;93.6
1/1/17 9:00:00 PM;94.4
1/1/17 10:00:00 PM;94.8
1/1/17 11:00:00 PM;93.7
1/2/17 12:00:00 AM;94.5
1/2/17 1:00:00 AM;94.4
1/2/17 2:00:00 AM;93.9
1/2/17 3:00:00 AM;93.3
1/2/17 4:00:00 AM;93.4
1/2/17 5:00:00 AM;93.7
1/2/17 6:00:00 AM;84.5
1/2/17 7:00:00 AM;85.1
1/2/17 8:00:00 AM;86.2
1/2/17 9:00:00 AM;85.3
1/2/17 10:00:00 AM;86.2
1/2/17 11:00:00 AM;86.6
1/2/17 12:00:00 PM;87.4
1/2/17 1:00:00 PM;87.0
1/2/17 2:00:00 PM;86.0
1/2/17 3:00:00 PM;85.6
1/2/17 4:00:00 PM;84.8
1/2/17 5:00:00 PM;84.3
1/2/17 6:00:00 PM;94.2
1/2/17 7:00:00 PM;95.9
1/2/17 8:00:00 PM;94.0
1/2/17 9:00:00 PM;93.7
1/2/17 10:00:00 PM;93.4
1/2/17 11:00:00 PM;93.1
1/3/17 12:00:00 AM;93.2
1/3/17 1:00:00 AM;92.7
1/3/17 2:00:00 AM;92.1
1/3/17 3:00:00 AM;92.0
1/3/17 4:00:00 AM;91.8
1/3/17 5:00:00 AM;91.5
1/3/17 6:00:00 AM;83.0
1/3/17 7:00:00 AM;100.6
1/3/17 8:00:00 AM;124.4
1/3/17 9:00:00 AM;128.5
1/3/17 10:00:00 AM;129.4
1/3/17 11:00:00 AM;132.3
1/3/17 12:00:00 PM;129.2
1/3/17 1:00:00 PM;114.1
1/3/17 2:00:00 PM;136.8
1/3/17 3:00:00 PM;135.8
1/3/17 4:00:00 PM;133.7
1/3/17 5:00:00 PM;126.3
1/3/17 6:00:00 PM;134.7
1/3/17 7:00:00 PM;134.5
1/3/17 8:00:00 PM;133.3
1/3/17 9:00:00 PM;142.8
1/3/17 10:00:00 PM;146.4
1/3/17 11:00:00 PM;146.9
1/4/17 12:00:00 AM;148.3
1/4/17 1:00:00 AM;114.8
1/4/17 2:00:00 AM;99.5
1/4/17 3:00:00 AM;100.3
1/4/17 4:00:00 AM;99.5
1/4/17 5:00:00 AM;99.4
1/4/17 6:00:00 AM;88.7
1/4/17 7:00:00 AM;105.1
1/4/17 8:00:00 AM;127.0
1/4/17 9:00:00 AM;129.9
1/4/17 10:00:00 AM;133.8
1/4/17 11:00:00 AM;137.0
1/4/17 12:00:00 PM;135.6
1/4/17 1:00:00 PM;136.7
1/4/17 2:00:00 PM;135.8
1/4/17 3:00:00 PM;135.5
1/4/17 4:00:00 PM;133.2
1/4/17 5:00:00 PM;125.8
1/4/17 6:00:00 PM;134.9
1/4/17 7:00:00 PM;135.0
1/4/17 8:00:00 PM;131.8
1/4/17 9:00:00 PM;131.6
1/4/17 10:00:00 PM;132.5
1/4/17 11:00:00 PM;135.1
1/5/17 12:00:00 AM;134.1
1/5/17 1:00:00 AM;111.5
1/5/17 2:00:00 AM;100.8
1/5/17 3:00:00 AM;100.3
1/5/17 4:00:00 AM;101.2
1/5/17 5:00:00 AM;101.0
1/5/17 6:00:00 AM;89.3
1/5/17 7:00:00 AM;101.5
1/5/17 8:00:00 AM;129.0
1/5/17 9:00:00 AM;132.4
1/5/17 10:00:00 AM;133.7
1/5/17 11:00:00 AM;134.4
1/5/17 12:00:00 PM;137.1
1/5/17 1:00:00 PM;137.3
1/5/17 2:00:00 PM;135.7
1/5/17 3:00:00 PM;134.7
1/5/17 4:00:00 PM;133.0
1/5/17 5:00:00 PM;125.8
1/5/17 6:00:00 PM;134.2
1/5/17 7:00:00 PM;134.7
1/5/17 8:00:00 PM;132.2
1/5/17 9:00:00 PM;132.9
1/5/17 10:00:00 PM;142.8
1/5/17 11:00:00 PM;145.5
1/6/17 12:00:00 AM;147.0
1/6/17 1:00:00 AM;106.6
1/6/17 2:00:00 AM;100.9
1/6/17 3:00:00 AM;102.2
1/6/17 4:00:00 AM;101.9
1/6/17 5:00:00 AM;96.9
1/6/17 6:00:00 AM;90.1
1/6/17 7:00:00 AM;105.5
1/6/17 8:00:00 AM;129.3
1/6/17 9:00:00 AM;131.2
1/6/17 10:00:00 AM;133.6
1/6/17 11:00:00 AM;134.6
1/6/17 12:00:00 PM;135.3
1/6/17 1:00:00 PM;136.4
1/6/17 2:00:00 PM;138.9
1/6/17 3:00:00 PM;136.8
1/6/17 4:00:00 PM;133.9
1/6/17 5:00:00 PM;127.0
1/6/17 6:00:00 PM;137.9
1/6/17 7:00:00 PM;139.3
1/6/17 8:00:00 PM;145.6
1/6/17 9:00:00 PM;146.7
1/6/17 10:00:00 PM;145.3
1/6/17 11:00:00 PM;102.6
1/7/17 12:00:00 AM;100.4
1/7/17 1:00:00 AM;101.1
1/7/17 2:00:00 AM;100.3
1/7/17 3:00:00 AM;100.3
1/7/17 4:00:00 AM;100.1
1/7/17 5:00:00 AM;100.3
1/7/17 6:00:00 AM;90.8
1/7/17 7:00:00 AM;89.4
1/7/17 8:00:00 AM;90.7
1/7/17 9:00:00 AM;89.2
1/7/17 10:00:00 AM;90.6
1/7/17 11:00:00 AM;93.1
1/7/17 12:00:00 PM;92.3
1/7/17 1:00:00 PM;92.3
1/7/17 2:00:00 PM;93.0
1/7/17 3:00:00 PM;94.4
1/7/17 4:00:00 PM;93.5
1/7/17 5:00:00 PM;92.2
1/7/17 6:00:00 PM;100.6
1/7/17 7:00:00 PM;99.1
1/7/17 8:00:00 PM;97.7
1/7/17 9:00:00 PM;97.9
1/7/17 10:00:00 PM;97.6
1/7/17 11:00:00 PM;97.7
1/8/17 12:00:00 AM;98.3
1/8/17 1:00:00 AM;98.0
1/8/17 2:00:00 AM;98.8
1/8/17 3:00:00 AM;101.0
1/8/17 4:00:00 AM;99.7
1/8/17 5:00:00 AM;98.8
1/8/17 6:00:00 AM;89.4
1/8/17 7:00:00 AM;89.3
1/8/17 8:00:00 AM;88.8
1/8/17 9:00:00 AM;89.3
1/8/17 10:00:00 AM;89.0
1/8/17 11:00:00 AM;92.6
1/8/17 12:00:00 PM;93.0
1/8/17 1:00:00 PM;92.0
1/8/17 2:00:00 PM;93.4
1/8/17 3:00:00 PM;92.3
1/8/17 4:00:00 PM;92.9
1/8/17 5:00:00 PM;92.9
1/8/17 6:00:00 PM;100.2
1/8/17 7:00:00 PM;98.5
1/8/17 8:00:00 PM;98.6
1/8/17 9:00:00 PM;99.2
1/8/17 10:00:00 PM;99.5
1/8/17 11:00:00 PM;99.1
1/9/17 12:00:00 AM;99.8
1/9/17 1:00:00 AM;100.0
1/9/17 2:00:00 AM;100.8
1/9/17 3:00:00 AM;100.0
1/9/17 4:00:00 AM;99.9
1/9/17 5:00:00 AM;99.9
1/9/17 6:00:00 AM;90.7
1/9/17 7:00:00 AM;118.9
1/9/17 8:00:00 AM;129.2
1/9/17 9:00:00 AM;134.0
1/9/17 10:00:00 AM;138.8
1/9/17 11:00:00 AM;138.4
1/9/17 12:00:00 PM;139.1
1/9/17 1:00:00 PM;129.0
1/9/17 2:00:00 PM;132.3
1/9/17 3:00:00 PM;128.7
1/9/17 4:00:00 PM;143.1
1/9/17 5:00:00 PM;135.8
1/9/17 6:00:00 PM;126.1
1/9/17 7:00:00 PM;112.9
1/9/17 8:00:00 PM;111.0
1/9/17 9:00:00 PM;146.8
1/9/17 10:00:00 PM;157.3
1/9/17 11:00:00 PM;156.6
1/10/17 12:00:00 AM;155.8
1/10/17 1:00:00 AM;127.9
1/10/17 2:00:00 AM;108.0
1/10/17 3:00:00 AM;107.5
1/10/17 4:00:00 AM;106.9
1/10/17 5:00:00 AM;106.8
1/10/17 6:00:00 AM;101.6
1/10/17 7:00:00 AM;114.7
1/10/17 8:00:00 AM;141.8
1/10/17 9:00:00 AM;134.8
1/10/17 10:00:00 AM;138.3
1/10/17 11:00:00 AM;138.1
1/10/17 12:00:00 PM;138.8
1/10/17 1:00:00 PM;139.6
1/10/17 2:00:00 PM;140.6
1/10/17 3:00:00 PM;138.0
1/10/17 4:00:00 PM;134.9
1/10/17 5:00:00 PM;99.5
1/10/17 6:00:00 PM;99.0
1/10/17 7:00:00 PM;97.9
1/10/17 8:00:00 PM;110.4
1/10/17 9:00:00 PM;143.5
1/10/17 10:00:00 PM;144.1
1/10/17 11:00:00 PM;146.4
1/11/17 12:00:00 AM;145.5
1/11/17 1:00:00 AM;108.0
1/11/17 2:00:00 AM;97.9
1/11/17 3:00:00 AM;98.2
1/11/17 4:00:00 AM;99.1
1/11/17 5:00:00 AM;99.2
1/11/17 6:00:00 AM;101.0
1/11/17 7:00:00 AM;131.7
1/11/17 8:00:00 AM;140.3
1/11/17 9:00:00 AM;136.2
1/11/17 10:00:00 AM;143.1
1/11/17 11:00:00 AM;140.8
1/11/17 12:00:00 PM;143.3
1/11/17 1:00:00 PM;146.3
1/11/17 2:00:00 PM;140.9
1/11/17 3:00:00 PM;131.7
1/11/17 4:00:00 PM;137.9
1/11/17 5:00:00 PM;133.4
1/11/17 6:00:00 PM;135.1
1/11/17 7:00:00 PM;134.9
1/11/17 8:00:00 PM;136.5
1/11/17 9:00:00 PM;136.3
1/11/17 10:00:00 PM;135.9
1/11/17 11:00:00 PM;136.3
1/12/17 12:00:00 AM;136.7
1/12/17 1:00:00 AM;101.6
1/12/17 2:00:00 AM;101.1
1/12/17 3:00:00 AM;99.8
1/12/17 4:00:00 AM;99.4
1/12/17 5:00:00 AM;100.2
1/12/17 6:00:00 AM;106.7
1/12/17 7:00:00 AM;130.8
1/12/17 8:00:00 AM;135.4
1/12/17 9:00:00 AM;137.6
1/12/17 10:00:00 AM;138.2
1/12/17 11:00:00 AM;142.9
1/12/17 12:00:00 PM;141.0
1/12/17 1:00:00 PM;141.1
1/12/17 2:00:00 PM;141.7
1/12/17 3:00:00 PM;142.0
1/12/17 4:00:00 PM;137.3
1/12/17 5:00:00 PM;130.7
1/12/17 6:00:00 PM;136.1
1/12/17 7:00:00 PM;134.0
1/12/17 8:00:00 PM;135.6
1/12/17 9:00:00 PM;136.1
1/12/17 10:00:00 PM;135.9
1/12/17 11:00:00 PM;136.1
1/13/17 12:00:00 AM;146.3
1/13/17 1:00:00 AM;111.6
1/13/17 2:00:00 AM;100.0
1/13/17 3:00:00 AM;100.4
1/13/17 4:00:00 AM;99.7
1/13/17 5:00:00 AM;100.7
1/13/17 6:00:00 AM;97.3
1/13/17 7:00:00 AM;135.3
1/13/17 8:00:00 AM;137.2
1/13/17 9:00:00 AM;137.3
1/13/17 10:00:00 AM;137.7
1/13/17 11:00:00 AM;140.4
1/13/17 12:00:00 PM;140.4
1/13/17 1:00:00 PM;139.8
1/13/17 2:00:00 PM;140.4
1/13/17 3:00:00 PM;139.3
1/13/17 4:00:00 PM;136.5
1/13/17 5:00:00 PM;129.6
1/13/17 6:00:00 PM;137.2
1/13/17 7:00:00 PM;135.4
1/13/17 8:00:00 PM;136.3
1/13/17 9:00:00 PM;137.5
