Year 2017
Date/time;CE004-Mains.Active energy (93863.8 kWh)
3/31/17 9:00:00 AM;52.4
3/31/17 10:00:00 AM;56.6
3/31/17 11:00:00 AM;54.4
3/31/17 12:00:00 PM;57.5
3/31/17 1:00:00 PM;55.1
3/31/17 2:00:00 PM;54.3
3/31/17 3:00:00 PM;48.8
3/31/17 4:00:00 PM;44.2
3/31/17 5:00:00 PM;43.3
3/31/17 6:00:00 PM;42.7
3/31/17 7:00:00 PM;41.5
3/31/17 8:00:00 PM;41.8
3/31/17 9:00:00 PM;41.3
3/31/17 10:00:00 PM;52.0
3/31/17 11:00:00 PM;46.4
4/1/17 12:00:00 AM;46.1
4/1/17 1:00:00 AM;46.9
4/1/17 2:00:00 AM;45.8
4/1/17 3:00:00 AM;45.7
4/1/17 4:00:00 AM;46.3
4/1/17 5:00:00 AM;46.4
4/1/17 6:00:00 AM;45.9
4/1/17 7:00:00 AM;44.7
4/1/17 8:00:00 AM;45.8
4/1/17 9:00:00 AM;46.7
4/1/17 10:00:00 AM;47.2
4/1/17 11:00:00 AM;47.5
4/1/17 12:00:00 PM;46.1
4/1/17 1:00:00 PM;45.8
4/1/17 2:00:00 PM;46.0
4/1/17 3:00:00 PM;44.9
4/1/17 4:00:00 PM;45.1
4/1/17 5:00:00 PM;44.0
4/1/17 6:00:00 PM;46.7
4/1/17 7:00:00 PM;45.9
4/1/17 8:00:00 PM;46.4
4/1/17 9:00:00 PM;46.6
4/1/17 10:00:00 PM;46.1
4/1/17 11:00:00 PM;45.8
4/2/17 12:00:00 AM;46.3
4/2/17 1:00:00 AM;46.5
4/2/17 2:00:00 AM;46.1
4/2/17 3:00:00 AM;46.7
4/2/17 4:00:00 AM;46.5
4/2/17 5:00:00 AM;46.1
4/2/17 6:00:00 AM;43.6
4/2/17 7:00:00 AM;44.4
4/2/17 8:00:00 AM;45.1
4/2/17 9:00:00 AM;45.8
4/2/17 10:00:00 AM;45.3
4/2/17 11:00:00 AM;45.6
4/2/17 12:00:00 PM;46.1
4/2/17 1:00:00 PM;45.9
4/2/17 2:00:00 PM;45.6
4/2/17 3:00:00 PM;47.8
4/2/17 4:00:00 PM;44.1
4/2/17 5:00:00 PM;43.6
4/2/17 6:00:00 PM;45.9
4/2/17 7:00:00 PM;45.8
4/2/17 8:00:00 PM;46.3
4/2/17 9:00:00 PM;46.5
4/2/17 10:00:00 PM;47.2
4/2/17 11:00:00 PM;46.1
4/3/17 12:00:00 AM;46.1
4/3/17 1:00:00 AM;47.0
4/3/17 2:00:00 AM;46.2
4/3/17 3:00:00 AM;45.5
4/3/17 4:00:00 AM;46.4
4/3/17 5:00:00 AM;46.1
4/3/17 6:00:00 AM;44.0
4/3/17 7:00:00 AM;45.1
4/3/17 8:00:00 AM;51.6
4/3/17 9:00:00 AM;56.7
4/3/17 10:00:00 AM;56.8
4/3/17 11:00:00 AM;58.7
4/3/17 12:00:00 PM;56.1
4/3/17 1:00:00 PM;53.4
4/3/17 2:00:00 PM;55.1
4/3/17 3:00:00 PM;48.0
4/3/17 4:00:00 PM;44.5
4/3/17 5:00:00 PM;42.7
4/3/17 6:00:00 PM;42.3
4/3/17 7:00:00 PM;41.2
4/3/17 8:00:00 PM;41.1
4/3/17 9:00:00 PM;40.6
4/3/17 10:00:00 PM;41.8
4/3/17 11:00:00 PM;41.1
4/4/17 12:00:00 AM;41.2
4/4/17 1:00:00 AM;40.8
4/4/17 2:00:00 AM;41.9
4/4/17 3:00:00 AM;41.0
4/4/17 4:00:00 AM;40.9
4/4/17 5:00:00 AM;40.9
4/4/17 6:00:00 AM;40.0
4/4/17 7:00:00 AM;40.7
4/4/17 8:00:00 AM;43.9
4/4/17 9:00:00 AM;63.1
